filename	language	family	reference_ipa
dravidian_kan_010.wav	Kannada	Dravidian	k ə ɯ ɾ u
dravidian_bfq_001.wav	Badaga	Dravidian	n oː
dravidian_bfq_002.wav	Badaga	Dravidian	p o
dravidian_bfq_003.wav	Badaga	Dravidian	m o˞ e˞
dravidian_bfq_004.wav	Badaga	Dravidian	h o˞ e˞
dravidian_bfq_005.wav	Badaga	Dravidian	k o˞ e˞
dravidian_bfq_006.wav	Badaga	Dravidian	k a˞ e˞
dravidian_bfq_007.wav	Badaga	Dravidian	a˞ e˞
dravidian_bfq_008.wav	Badaga	Dravidian	k o ɡ a
dravidian_bfq_009.wav	Badaga	Dravidian	a e
dravidian_bfq_010.wav	Badaga	Dravidian	k aː s u
uralic_hun_001.wav	Hungarian	Uralic	p øː r ɛ
uralic_hun_002.wav	Hungarian	Uralic	b øː r ɛ
uralic_hun_003.wav	Hungarian	Uralic	t øː r ɛ
uralic_hun_004.wav	Hungarian	Uralic	d øː r ɛ
uralic_hun_005.wav	Hungarian	Uralic	k øː r ɛ
uralic_hun_006.wav	Hungarian	Uralic	ɡ øː ɡ r ɛ
uralic_hun_007.wav	Hungarian	Uralic	ɛ t s ɛ tʰ
uralic_hun_008.wav	Hungarian	Uralic	ɛ d z e tʰː
uralic_hun_009.wav	Hungarian	Uralic	t͡ʃ ɛ m p ɛ
uralic_hun_010.wav	Hungarian	Uralic	d͡ʒ ɛ m
uralic_fin_001.wav	Finnish	Uralic	p u o l a
uralic_fin_002.wav	Finnish	Uralic	t u o
uralic_fin_003.wav	Finnish	Uralic	k u o v i
uralic_fin_004.wav	Finnish	Uralic	s u o
uralic_fin_005.wav	Finnish	Uralic	v u o
uralic_fin_006.wav	Finnish	Uralic	h u o m e n
uralic_fin_007.wav	Finnish	Uralic	m u o n a
uralic_fin_008.wav	Finnish	Uralic	n u o
uralic_fin_009.wav	Finnish	Uralic	l u o
uralic_fin_010.wav	Finnish	Uralic	r u o k o
nakhdaghestanian_agx_001.wav	Aghul	Nakh-Daghestanian	ʕ a n
nakhdaghestanian_agx_002.wav	Aghul	Nakh-Daghestanian	ʕ a m kʼʲ
nakhdaghestanian_agx_003.wav	Aghul	Nakh-Daghestanian	ʕ a r
nakhdaghestanian_agx_004.wav	Aghul	Nakh-Daghestanian	qʷ a ʕ a n a j
nakhdaghestanian_agx_005.wav	Aghul	Nakh-Daghestanian	r a ʕ
nakhdaghestanian_agx_006.wav	Aghul	Nakh-Daghestanian	ʕ a l
nakhdaghestanian_agx_007.wav	Aghul	Nakh-Daghestanian	a t͡ʃ a ʕ a s
nakhdaghestanian_agx_008.wav	Aghul	Nakh-Daghestanian	ʕ a t a ʕ a s
nakhdaghestanian_agx_009.wav	Aghul	Nakh-Daghestanian	χ a l m a ʕ a
nakhdaghestanian_agx_010.wav	Aghul	Nakh-Daghestanian	ʕ a j
nakhdaghestanian_cji_001.wav	Chamalal	Nakh-Daghestanian	b e qʼ u t͡ɬ
nakhdaghestanian_cji_002.wav	Chamalal	Nakh-Daghestanian	h a l
nakhdaghestanian_cji_003.wav	Chamalal	Nakh-Daghestanian	t͡ʃʰ a t͡ʃʰ i
nakhdaghestanian_cji_004.wav	Chamalal	Nakh-Daghestanian	d͡ʒ a j t͡ɬ
nakhdaghestanian_cji_005.wav	Chamalal	Nakh-Daghestanian	χ i n tʰ a
nakhdaghestanian_cji_006.wav	Chamalal	Nakh-Daghestanian	sʼ ũ j̃
nakhdaghestanian_cji_007.wav	Chamalal	Nakh-Daghestanian	e s i b
nakhdaghestanian_cji_008.wav	Chamalal	Nakh-Daghestanian	d͡ʒ a j t͡ɬ
nakhdaghestanian_cji_009.wav	Chamalal	Nakh-Daghestanian	j a kʷʼ a
nakhdaghestanian_cji_010.wav	Chamalal	Nakh-Daghestanian	j e l a t͡ɬ
