filename	language	family	model	PER	PFER	PER_folded	PFER_folded
indoeuropean_isl_006	Icelandic	Indo-European	allophant	0.3333	0.0278	0.3333	0.0278
indoeuropean_isl_006	Icelandic	Indo-European	allosaurus	1.0000	0.4167	1.0000	0.4028
indoeuropean_isl_006	Icelandic	Indo-European	multipa	0.6667	0.0278	0.6667	0.0278
indoeuropean_isl_006	Icelandic	Indo-European	powsm	1.0000	0.3611	1.0000	0.3611
indoeuropean_isl_006	Icelandic	Indo-European	wav2vec2phoneme	0.6667	0.0417	0.6667	0.0417
indoeuropean_isl_006	Icelandic	Indo-European	whipa	1.3333	0.4028	1.3333	0.3889
indoeuropean_isl_006	Icelandic	Indo-European	whipa_comb	1.0000	0.0556	1.0000	0.0556
indoeuropean_isl_006	Icelandic	Indo-European	zipa	1.3333	0.0556	0.6667	0.0556
indoeuropean_isl_006	Icelandic	Indo-European	zipa_large	1.0000	0.0972	1.0000	0.0833
indoeuropean_isl_007	Icelandic	Indo-European	allophant	0.6667	0.3611	0.6667	0.3472
indoeuropean_isl_007	Icelandic	Indo-European	allosaurus	1.3333	0.9792	1.3333	0.9792
indoeuropean_isl_007	Icelandic	Indo-European	multipa	1.0000	0.0556	1.0000	0.0417
indoeuropean_isl_007	Icelandic	Indo-European	powsm	1.3333	0.3889	1.3333	0.3750
indoeuropean_isl_007	Icelandic	Indo-European	wav2vec2phoneme	0.6667	0.0278	0.6667	0.0278
indoeuropean_isl_007	Icelandic	Indo-European	whipa	1.0000	0.0556	1.0000	0.0417
indoeuropean_isl_007	Icelandic	Indo-European	whipa_comb	1.3333	0.3472	1.3333	0.3472
indoeuropean_isl_007	Icelandic	Indo-European	zipa	1.3333	0.3889	1.3333	0.3750
indoeuropean_isl_007	Icelandic	Indo-European	zipa_large	1.3333	0.3889	1.3333	0.3750
indoeuropean_isl_008	Icelandic	Indo-European	allophant	0.6667	0.0278	0.3333	0.0139
indoeuropean_isl_008	Icelandic	Indo-European	allosaurus	1.0000	0.0833	0.6667	0.0694
indoeuropean_isl_008	Icelandic	Indo-European	multipa	0.6667	0.0278	0.6667	0.0139
indoeuropean_isl_008	Icelandic	Indo-European	powsm	0.6667	0.0278	0.3333	0.0139
indoeuropean_isl_008	Icelandic	Indo-European	wav2vec2phoneme	1.0000	0.3194	0.3333	0.2917
indoeuropean_isl_008	Icelandic	Indo-European	whipa	1.0000	0.0417	0.6667	0.0139
indoeuropean_isl_008	Icelandic	Indo-European	whipa_comb	0.6667	0.0278	0.3333	0.0139
indoeuropean_isl_008	Icelandic	Indo-European	zipa	1.3333	0.0278	0.6667	0.0139
indoeuropean_isl_008	Icelandic	Indo-European	zipa_large	1.3333	0.0278	0.6667	0.0139
indoeuropean_isl_009	Icelandic	Indo-European	allophant	1.0000	0.1042	0.6667	0.0764
indoeuropean_isl_009	Icelandic	Indo-European	allosaurus	1.0000	0.0764	0.3333	0.0625
indoeuropean_isl_009	Icelandic	Indo-European	multipa	1.0000	0.0556	1.0000	0.0278
indoeuropean_isl_009	Icelandic	Indo-European	powsm	0.6667	0.0278	0.3333	0.0139
indoeuropean_isl_009	Icelandic	Indo-European	wav2vec2phoneme	0.6667	0.0278	0.3333	0.0139
indoeuropean_isl_009	Icelandic	Indo-European	whipa	1.0000	0.0417	0.6667	0.0139
indoeuropean_isl_009	Icelandic	Indo-European	whipa_comb	1.0000	0.0417	0.3333	0.0139
indoeuropean_isl_009	Icelandic	Indo-European	zipa	1.0000	0.0556	0.6667	0.0278
indoeuropean_isl_009	Icelandic	Indo-European	zipa_large	1.0000	0.0556	0.6667	0.0278
indoeuropean_isl_010	Icelandic	Indo-European	allophant	1.0000	0.3333	1.0000	0.3194
indoeuropean_isl_010	Icelandic	Indo-European	allosaurus	1.0000	0.1250	0.6667	0.1111
indoeuropean_isl_010	Icelandic	Indo-European	multipa	1.0000	0.0694	1.0000	0.0417
indoeuropean_isl_010	Icelandic	Indo-European	powsm	1.3333	0.3472	1.0000	0.3333
indoeuropean_isl_010	Icelandic	Indo-European	wav2vec2phoneme	0.6667	0.0417	0.3333	0.0278
indoeuropean_isl_010	Icelandic	Indo-European	whipa	1.0000	0.0694	1.0000	0.0417
indoeuropean_isl_010	Icelandic	Indo-European	whipa_comb	1.0000	0.0556	0.6667	0.0417
indoeuropean_isl_010	Icelandic	Indo-European	zipa	1.0000	0.0694	0.6667	0.0417
indoeuropean_isl_010	Icelandic	Indo-European	zipa_large	1.3333	0.0556	0.6667	0.0417
indoeuropean_pes_001	Farsi, Western	Indo-European	allophant	0.3333	0.0139	0.0000	0.0000
indoeuropean_pes_001	Farsi, Western	Indo-European	allosaurus	1.0000	0.0694	0.3333	0.0417
indoeuropean_pes_001	Farsi, Western	Indo-European	multipa	0.0000	0.0000	0.0000	0.0000
indoeuropean_pes_001	Farsi, Western	Indo-European	powsm	0.0000	0.0000	0.0000	0.0000
indoeuropean_pes_001	Farsi, Western	Indo-European	wav2vec2phoneme	0.0000	0.0000	0.0000	0.0000
indoeuropean_pes_001	Farsi, Western	Indo-European	whipa	0.0000	0.0000	0.0000	0.0000
indoeuropean_pes_001	Farsi, Western	Indo-European	whipa_comb	1.6667	0.9653	1.3333	0.9375
indoeuropean_pes_001	Farsi, Western	Indo-European	zipa	0.3333	0.0278	0.3333	0.0278
indoeuropean_pes_001	Farsi, Western	Indo-European	zipa_large	0.3333	0.0278	0.3333	0.0278
indoeuropean_pes_002	Farsi, Western	Indo-European	allophant	0.6667	0.0278	0.3333	0.0139
indoeuropean_pes_002	Farsi, Western	Indo-European	allosaurus	0.6667	0.3264	0.3333	0.3125
indoeuropean_pes_002	Farsi, Western	Indo-European	multipa	0.3333	0.3056	0.3333	0.3056
indoeuropean_pes_002	Farsi, Western	Indo-European	powsm	1.0000	0.9236	1.0000	0.9236
indoeuropean_pes_002	Farsi, Western	Indo-European	wav2vec2phoneme	0.3333	0.3056	0.3333	0.3056
indoeuropean_pes_002	Farsi, Western	Indo-European	whipa	0.6667	0.6111	0.6667	0.6111
indoeuropean_pes_002	Farsi, Western	Indo-European	whipa_comb	0.3333	0.0139	0.0000	0.0000
indoeuropean_pes_002	Farsi, Western	Indo-European	zipa	0.3333	0.0139	0.3333	0.0139
indoeuropean_pes_002	Farsi, Western	Indo-European	zipa_large	0.3333	0.0278	0.3333	0.0278
indoeuropean_pes_003	Farsi, Western	Indo-European	allophant	1.0000	0.0694	0.3333	0.0139
indoeuropean_pes_003	Farsi, Western	Indo-European	allosaurus	1.0000	0.4028	1.0000	0.3889
indoeuropean_pes_003	Farsi, Western	Indo-European	multipa	1.0000	0.0556	0.6667	0.0139
indoeuropean_pes_003	Farsi, Western	Indo-European	powsm	1.0000	0.0417	0.3333	0.0139
indoeuropean_pes_003	Farsi, Western	Indo-European	wav2vec2phoneme	1.0000	0.0417	0.3333	0.0139
indoeuropean_pes_003	Farsi, Western	Indo-European	whipa	1.0000	0.0556	0.6667	0.0278
indoeuropean_pes_003	Farsi, Western	Indo-European	whipa_comb	1.0000	0.0556	0.3333	0.0139
indoeuropean_pes_003	Farsi, Western	Indo-European	zipa	1.3333	0.0278	0.3333	0.0139
indoeuropean_pes_003	Farsi, Western	Indo-European	zipa_large	1.0000	0.0417	0.3333	0.0139
indoeuropean_pes_004	Farsi, Western	Indo-European	allophant	1.0000	0.0417	0.0000	0.0000
indoeuropean_pes_004	Farsi, Western	Indo-European	allosaurus	0.6667	0.1042	0.6667	0.0903
indoeuropean_pes_004	Farsi, Western	Indo-European	multipa	1.0000	0.3472	1.0000	0.3194
indoeuropean_pes_004	Farsi, Western	Indo-European	powsm	1.0000	0.0417	0.3333	0.0139
indoeuropean_pes_004	Farsi, Western	Indo-European	wav2vec2phoneme	0.6667	0.0278	0.3333	0.0139
indoeuropean_pes_004	Farsi, Western	Indo-European	whipa	0.6667	0.0278	0.6667	0.0139
indoeuropean_pes_004	Farsi, Western	Indo-European	whipa_comb	0.6667	0.0417	0.3333	0.0139
indoeuropean_pes_004	Farsi, Western	Indo-European	zipa	1.3333	0.0556	0.3333	0.0139
indoeuropean_pes_004	Farsi, Western	Indo-European	zipa_large	1.6667	0.3611	1.0000	0.3333
indoeuropean_pes_005	Farsi, Western	Indo-European	allophant	0.6667	0.0278	0.0000	0.0000
indoeuropean_pes_005	Farsi, Western	Indo-European	allosaurus	0.6667	0.0417	0.6667	0.0139
indoeuropean_pes_005	Farsi, Western	Indo-European	multipa	0.6667	0.0278	0.3333	0.0000
indoeuropean_pes_005	Farsi, Western	Indo-European	powsm	0.3333	0.0139	0.0000	0.0000
indoeuropean_pes_005	Farsi, Western	Indo-European	wav2vec2phoneme	1.3333	0.6458	0.6667	0.6181
indoeuropean_pes_005	Farsi, Western	Indo-European	whipa	1.3333	0.6667	1.3333	0.6528
indoeuropean_pes_005	Farsi, Western	Indo-European	whipa_comb	1.3333	0.6944	1.0000	0.6528
indoeuropean_pes_005	Farsi, Western	Indo-European	zipa	1.0000	0.0417	0.0000	0.0000
indoeuropean_pes_005	Farsi, Western	Indo-European	zipa_large	0.6667	0.0278	0.0000	0.0000
indoeuropean_pes_006	Farsi, Western	Indo-European	allophant	1.0000	0.0556	0.3333	0.0278
indoeuropean_pes_006	Farsi, Western	Indo-European	allosaurus	1.3333	0.9792	1.3333	1.2500
indoeuropean_pes_006	Farsi, Western	Indo-European	multipa	1.6667	0.6528	1.0000	0.6250
indoeuropean_pes_006	Farsi, Western	Indo-European	powsm	0.6667	0.0278	0.3333	0.0139
indoeuropean_pes_006	Farsi, Western	Indo-European	wav2vec2phoneme	1.6667	0.7083	1.3333	0.6806
indoeuropean_pes_006	Farsi, Western	Indo-European	whipa	2.0000	0.9861	2.0000	0.9722
indoeuropean_pes_006	Farsi, Western	Indo-European	whipa_comb	1.3333	0.5694	1.3333	0.5139
indoeuropean_pes_006	Farsi, Western	Indo-European	zipa	1.0000	0.0417	0.3333	0.0139
indoeuropean_pes_006	Farsi, Western	Indo-European	zipa_large	0.6667	0.0278	0.3333	0.0139
indoeuropean_pes_007	Farsi, Western	Indo-European	allophant	1.0000	0.3611	0.6667	0.3333
indoeuropean_pes_007	Farsi, Western	Indo-European	allosaurus	1.0000	0.2222	1.0000	0.2083
indoeuropean_pes_007	Farsi, Western	Indo-European	multipa	1.0000	0.0972	1.0000	0.0694
indoeuropean_pes_007	Farsi, Western	Indo-European	powsm	1.0000	0.0833	0.6667	0.0694
indoeuropean_pes_007	Farsi, Western	Indo-European	wav2vec2phoneme	1.0000	0.0347	0.6667	0.0208
indoeuropean_pes_007	Farsi, Western	Indo-European	whipa	1.6667	0.6806	1.6667	0.6667
indoeuropean_pes_007	Farsi, Western	Indo-European	whipa_comb	1.0000	0.0972	0.6667	0.0694
indoeuropean_pes_007	Farsi, Western	Indo-European	zipa	1.0000	0.0833	0.6667	0.0694
indoeuropean_pes_007	Farsi, Western	Indo-European	zipa_large	1.0000	0.0833	0.6667	0.0694
indoeuropean_pes_008	Farsi, Western	Indo-European	allophant	0.5000	0.2656	0.2500	0.0167
indoeuropean_pes_008	Farsi, Western	Indo-European	allosaurus	0.7500	0.2969	0.7500	0.2375
indoeuropean_pes_008	Farsi, Western	Indo-European	multipa	1.0000	0.2708	1.0000	0.2167
indoeuropean_pes_008	Farsi, Western	Indo-European	powsm	0.5000	0.2396	0.5000	0.1917
indoeuropean_pes_008	Farsi, Western	Indo-European	wav2vec2phoneme	0.5000	0.2656	0.2500	0.0167
indoeuropean_pes_008	Farsi, Western	Indo-European	whipa	0.5000	0.0208	1.0000	0.0250
indoeuropean_pes_008	Farsi, Western	Indo-European	whipa_comb	0.7500	0.0521	0.7500	0.2125
indoeuropean_pes_008	Farsi, Western	Indo-European	zipa	0.7500	0.2552	0.7500	0.0083
indoeuropean_pes_008	Farsi, Western	Indo-European	zipa_large	0.7500	0.2552	0.7500	0.0083
indoeuropean_pes_009	Farsi, Western	Indo-European	allophant	1.0000	0.4948	1.0000	0.4948
indoeuropean_pes_009	Farsi, Western	Indo-European	allosaurus	0.5000	0.0417	0.5000	0.0417
indoeuropean_pes_009	Farsi, Western	Indo-European	multipa	0.5000	0.0312	0.5000	0.0312
indoeuropean_pes_009	Farsi, Western	Indo-European	powsm	0.5000	0.0312	0.5000	0.0312
indoeuropean_pes_009	Farsi, Western	Indo-European	wav2vec2phoneme	0.7500	0.2604	0.7500	0.2604
indoeuropean_pes_009	Farsi, Western	Indo-European	whipa	1.2500	0.7187	1.2500	0.7187
indoeuropean_pes_009	Farsi, Western	Indo-European	whipa_comb	1.5000	0.7396	1.2500	0.7187
indoeuropean_pes_009	Farsi, Western	Indo-European	zipa	0.5000	0.0417	0.5000	0.0417
indoeuropean_pes_009	Farsi, Western	Indo-European	zipa_large	0.5000	0.0417	0.5000	0.0417
indoeuropean_pes_010	Farsi, Western	Indo-European	allophant	0.6667	0.0278	0.0000	0.0000
indoeuropean_pes_010	Farsi, Western	Indo-European	allosaurus	0.6667	0.3333	0.6667	0.3333
indoeuropean_pes_010	Farsi, Western	Indo-European	multipa	1.3333	0.6528	1.3333	0.6250
indoeuropean_pes_010	Farsi, Western	Indo-European	powsm	0.6667	0.0278	0.3333	0.0139
indoeuropean_pes_010	Farsi, Western	Indo-European	wav2vec2phoneme	1.0000	0.3472	0.6667	0.3194
indoeuropean_pes_010	Farsi, Western	Indo-European	whipa	0.6667	0.0694	0.6667	0.0556
indoeuropean_pes_010	Farsi, Western	Indo-European	whipa_comb	0.6667	0.0417	0.3333	0.0278
indoeuropean_pes_010	Farsi, Western	Indo-European	zipa	0.6667	0.0278	0.3333	0.0139
indoeuropean_pes_010	Farsi, Western	Indo-European	zipa_large	0.6667	0.0278	0.3333	0.0139
atlanticcongo_lug_001	Ganda	Atlantic-Congo	allophant	0.5000	0.1667	0.3333	0.1667
atlanticcongo_lug_001	Ganda	Atlantic-Congo	allosaurus	0.5000	0.1875	0.3333	0.1806
atlanticcongo_lug_001	Ganda	Atlantic-Congo	multipa	0.1667	0.0208	0.1667	0.0208
atlanticcongo_lug_001	Ganda	Atlantic-Congo	powsm	0.1667	0.0139	0.1667	0.0069
atlanticcongo_lug_001	Ganda	Atlantic-Congo	wav2vec2phoneme	0.0000	0.0000	0.0000	0.0000
atlanticcongo_lug_001	Ganda	Atlantic-Congo	whipa	0.3333	0.0208	0.1667	0.0139
atlanticcongo_lug_001	Ganda	Atlantic-Congo	whipa_comb	0.8333	0.2049	0.5000	0.1910
atlanticcongo_lug_001	Ganda	Atlantic-Congo	zipa	0.0000	0.0000	0.0000	0.0000
atlanticcongo_lug_001	Ganda	Atlantic-Congo	zipa_large	0.0000	0.0000	0.0000	0.0000
atlanticcongo_lug_002	Ganda	Atlantic-Congo	allophant	0.6667	0.1736	0.3333	0.1667
atlanticcongo_lug_002	Ganda	Atlantic-Congo	allosaurus	0.5000	0.1667	0.1667	0.1528
atlanticcongo_lug_002	Ganda	Atlantic-Congo	multipa	0.6667	0.3403	0.5000	0.3333
atlanticcongo_lug_002	Ganda	Atlantic-Congo	powsm	0.5000	0.3125	0.3333	0.3056
atlanticcongo_lug_002	Ganda	Atlantic-Congo	wav2vec2phoneme	0.6667	0.3403	0.5000	0.3333
atlanticcongo_lug_002	Ganda	Atlantic-Congo	whipa	0.5000	0.0312	0.3333	0.0312
atlanticcongo_lug_002	Ganda	Atlantic-Congo	whipa_comb	0.3333	0.0278	0.1667	0.0139
atlanticcongo_lug_002	Ganda	Atlantic-Congo	zipa	0.5000	0.1667	0.1667	0.1528
atlanticcongo_lug_002	Ganda	Atlantic-Congo	zipa_large	0.5000	0.1667	0.1667	0.1528
atlanticcongo_lug_003	Ganda	Atlantic-Congo	allophant	0.6667	0.1736	0.6667	0.1736
atlanticcongo_lug_003	Ganda	Atlantic-Congo	allosaurus	0.8333	0.0521	0.8333	0.1944
atlanticcongo_lug_003	Ganda	Atlantic-Congo	multipa	0.5000	0.1597	0.3333	0.1528
atlanticcongo_lug_003	Ganda	Atlantic-Congo	powsm	0.1667	0.1528	0.1667	0.1528
atlanticcongo_lug_003	Ganda	Atlantic-Congo	wav2vec2phoneme	0.1667	0.1528	0.1667	0.1528
atlanticcongo_lug_003	Ganda	Atlantic-Congo	whipa	0.8333	0.1806	0.5000	0.1667
atlanticcongo_lug_003	Ganda	Atlantic-Congo	whipa_comb	0.6667	0.1875	0.3333	0.1667
atlanticcongo_lug_003	Ganda	Atlantic-Congo	zipa	0.1667	0.0000	0.1667	0.0000
atlanticcongo_lug_003	Ganda	Atlantic-Congo	zipa_large	0.0000	0.0000	0.0000	0.0000
atlanticcongo_lug_004	Ganda	Atlantic-Congo	allophant	0.6667	0.1736	0.5000	0.1597
atlanticcongo_lug_004	Ganda	Atlantic-Congo	allosaurus	0.8333	0.0972	0.8333	0.0903
atlanticcongo_lug_004	Ganda	Atlantic-Congo	multipa	0.5000	0.0486	0.3333	0.0417
atlanticcongo_lug_004	Ganda	Atlantic-Congo	powsm	0.3333	0.1597	0.1667	0.1528
atlanticcongo_lug_004	Ganda	Atlantic-Congo	wav2vec2phoneme	0.3333	0.1597	0.1667	0.1528
atlanticcongo_lug_004	Ganda	Atlantic-Congo	whipa	0.8333	0.1736	0.5000	0.1667
atlanticcongo_lug_004	Ganda	Atlantic-Congo	whipa_comb	0.6667	0.1806	0.5000	0.1667
atlanticcongo_lug_004	Ganda	Atlantic-Congo	zipa	0.3333	0.0069	0.1667	0.0000
atlanticcongo_lug_004	Ganda	Atlantic-Congo	zipa_large	0.3333	0.1597	0.1667	0.1528
atlanticcongo_lug_005	Ganda	Atlantic-Congo	allophant	0.8333	0.1806	0.5000	0.1806
atlanticcongo_lug_005	Ganda	Atlantic-Congo	allosaurus	0.8333	0.0799	0.8333	0.2153
atlanticcongo_lug_005	Ganda	Atlantic-Congo	multipa	0.1667	0.0069	0.1667	0.0069
atlanticcongo_lug_005	Ganda	Atlantic-Congo	powsm	0.1667	0.0069	0.1667	0.0069
atlanticcongo_lug_005	Ganda	Atlantic-Congo	wav2vec2phoneme	0.3333	0.1597	0.3333	0.1597
atlanticcongo_lug_005	Ganda	Atlantic-Congo	whipa	0.8333	0.0556	0.5000	0.0556
atlanticcongo_lug_005	Ganda	Atlantic-Congo	whipa_comb	0.8333	0.2292	0.5000	0.2083
atlanticcongo_lug_005	Ganda	Atlantic-Congo	zipa	0.3333	0.0208	0.1667	0.0139
atlanticcongo_lug_005	Ganda	Atlantic-Congo	zipa_large	0.3333	0.0208	0.1667	0.0139
atlanticcongo_lug_006	Ganda	Atlantic-Congo	allophant	0.6667	0.1667	0.3333	0.1597
atlanticcongo_lug_006	Ganda	Atlantic-Congo	allosaurus	1.0000	0.3472	0.8333	0.3403
atlanticcongo_lug_006	Ganda	Atlantic-Congo	multipa	0.5000	0.0347	0.3333	0.0208
atlanticcongo_lug_006	Ganda	Atlantic-Congo	powsm	0.6667	0.1840	0.6667	0.1771
atlanticcongo_lug_006	Ganda	Atlantic-Congo	wav2vec2phoneme	0.3333	0.1597	0.3333	0.1597
atlanticcongo_lug_006	Ganda	Atlantic-Congo	whipa	0.8333	0.0625	0.5000	0.0556
atlanticcongo_lug_006	Ganda	Atlantic-Congo	whipa_comb	0.6667	0.0833	0.3333	0.0694
atlanticcongo_lug_006	Ganda	Atlantic-Congo	zipa	0.6667	0.1806	0.3333	0.1667
atlanticcongo_lug_006	Ganda	Atlantic-Congo	zipa_large	0.6667	0.1806	0.3333	0.1667
atlanticcongo_lug_007	Ganda	Atlantic-Congo	allophant	0.6667	0.0729	0.6667	0.0729
atlanticcongo_lug_007	Ganda	Atlantic-Congo	allosaurus	0.6667	0.2188	0.6667	0.2118
atlanticcongo_lug_007	Ganda	Atlantic-Congo	multipa	0.5000	0.2014	0.5000	0.2014
atlanticcongo_lug_007	Ganda	Atlantic-Congo	powsm	0.1667	0.0069	0.1667	0.0069
atlanticcongo_lug_007	Ganda	Atlantic-Congo	wav2vec2phoneme	0.1667	0.0000	0.1667	0.0000
atlanticcongo_lug_007	Ganda	Atlantic-Congo	whipa	0.8333	0.1042	0.6667	0.1042
atlanticcongo_lug_007	Ganda	Atlantic-Congo	whipa_comb	0.6667	0.1736	0.1667	0.1528
atlanticcongo_lug_007	Ganda	Atlantic-Congo	zipa	0.3333	0.0139	0.1667	0.0069
atlanticcongo_lug_007	Ganda	Atlantic-Congo	zipa_large	0.3333	0.0139	0.1667	0.0069
atlanticcongo_lug_008	Ganda	Atlantic-Congo	allophant	0.6667	0.3125	0.3333	0.3056
atlanticcongo_lug_008	Ganda	Atlantic-Congo	allosaurus	0.8333	0.2014	0.8333	0.1076
atlanticcongo_lug_008	Ganda	Atlantic-Congo	multipa	0.3333	0.1875	0.3333	0.1875
atlanticcongo_lug_008	Ganda	Atlantic-Congo	powsm	0.1667	0.0139	0.1667	0.0069
atlanticcongo_lug_008	Ganda	Atlantic-Congo	wav2vec2phoneme	0.3333	0.3056	0.3333	0.3056
atlanticcongo_lug_008	Ganda	Atlantic-Congo	whipa	0.6667	0.2292	0.6667	0.2222
atlanticcongo_lug_008	Ganda	Atlantic-Congo	whipa_comb	0.6667	0.3403	0.5000	0.3333
atlanticcongo_lug_008	Ganda	Atlantic-Congo	zipa	0.3333	0.1597	0.1667	0.1528
atlanticcongo_lug_008	Ganda	Atlantic-Congo	zipa_large	0.1667	0.0139	0.1667	0.0069
atlanticcongo_lug_009	Ganda	Atlantic-Congo	allophant	0.5000	0.0451	0.5000	0.0451
atlanticcongo_lug_009	Ganda	Atlantic-Congo	allosaurus	1.0000	0.5069	0.8333	0.6424
atlanticcongo_lug_009	Ganda	Atlantic-Congo	multipa	0.5000	0.1806	0.3333	0.1736
atlanticcongo_lug_009	Ganda	Atlantic-Congo	powsm	0.0000	0.0000	0.0000	0.0000
atlanticcongo_lug_009	Ganda	Atlantic-Congo	wav2vec2phoneme	0.0000	0.0000	0.0000	0.0000
atlanticcongo_lug_009	Ganda	Atlantic-Congo	whipa	1.1667	0.5347	1.1667	0.5347
atlanticcongo_lug_009	Ganda	Atlantic-Congo	whipa_comb	0.8333	0.1979	0.5000	0.1771
atlanticcongo_lug_009	Ganda	Atlantic-Congo	zipa	0.6667	0.1701	0.3333	0.1632
atlanticcongo_lug_009	Ganda	Atlantic-Congo	zipa_large	0.5000	0.1632	0.3333	0.1632
atlanticcongo_lug_010	Ganda	Atlantic-Congo	allophant	0.3333	0.0208	0.1667	0.0139
atlanticcongo_lug_010	Ganda	Atlantic-Congo	allosaurus	0.8333	0.4965	0.8333	0.6319
atlanticcongo_lug_010	Ganda	Atlantic-Congo	multipa	0.1667	0.0174	0.1667	0.0174
atlanticcongo_lug_010	Ganda	Atlantic-Congo	powsm	0.3333	0.0243	0.1667	0.0174
atlanticcongo_lug_010	Ganda	Atlantic-Congo	wav2vec2phoneme	0.3333	0.0243	0.1667	0.0174
atlanticcongo_lug_010	Ganda	Atlantic-Congo	whipa	0.8333	0.2153	0.6667	0.3438
atlanticcongo_lug_010	Ganda	Atlantic-Congo	whipa_comb	0.5000	0.1701	0.3333	0.1632
atlanticcongo_lug_010	Ganda	Atlantic-Congo	zipa	0.3333	0.0243	0.1667	0.0174
atlanticcongo_lug_010	Ganda	Atlantic-Congo	zipa_large	0.3333	0.0243	0.1667	0.0174
