filename	language	family	reference_ipa
atlanticcongo_lug_036.wav	Ganda	Atlantic-Congo	k u s aː z a
atlanticcongo_lug_037.wav	Ganda	Atlantic-Congo	k u z aː z a
atlanticcongo_lug_038.wav	Ganda	Atlantic-Congo	k u s a
atlanticcongo_lug_039.wav	Ganda	Atlantic-Congo	k u sː a
atlanticcongo_lug_040.wav	Ganda	Atlantic-Congo	m a z i k e
atlanticcongo_cpn_001.wav	Cherepon	Atlantic-Congo	ɛ b ɪ
atlanticcongo_cpn_002.wav	Cherepon	Atlantic-Congo	a b ɪ
atlanticcongo_cpn_003.wav	Cherepon	Atlantic-Congo	a b a a
atlanticcongo_cpn_004.wav	Cherepon	Atlantic-Congo	a d ɛ
atlanticcongo_cpn_005.wav	Cherepon	Atlantic-Congo	a d ɔ
atlanticcongo_cpn_006.wav	Cherepon	Atlantic-Congo	ɔ d e
atlanticcongo_cpn_007.wav	Cherepon	Atlantic-Congo	i d i
atlanticcongo_cpn_008.wav	Cherepon	Atlantic-Congo	ɔ f a
atlanticcongo_cpn_009.wav	Cherepon	Atlantic-Congo	e f e r i
atlanticcongo_cpn_010.wav	Cherepon	Atlantic-Congo	e f ũ
atlanticcongo_cpn_011.wav	Cherepon	Atlantic-Congo	ɛ f ɛ
atlanticcongo_cpn_012.wav	Cherepon	Atlantic-Congo	a h ɛ
atlanticcongo_cpn_013.wav	Cherepon	Atlantic-Congo	ɛ h ɛ
atlanticcongo_cpn_014.wav	Cherepon	Atlantic-Congo	i h i
atlanticcongo_cpn_015.wav	Cherepon	Atlantic-Congo	i h u
atlanticcongo_cpn_016.wav	Cherepon	Atlantic-Congo	a k ɛ
atlanticcongo_cpn_017.wav	Cherepon	Atlantic-Congo	i k o
atlanticcongo_cpn_018.wav	Cherepon	Atlantic-Congo	a k u
atlanticcongo_cpn_019.wav	Cherepon	Atlantic-Congo	ɛ k ɔ
atlanticcongo_cpn_020.wav	Cherepon	Atlantic-Congo	ɔ l ɛ
atlanticcongo_cpn_021.wav	Cherepon	Atlantic-Congo	a l ɛ
atlanticcongo_cpn_022.wav	Cherepon	Atlantic-Congo	a l ɛ
atlanticcongo_cpn_023.wav	Cherepon	Atlantic-Congo	æ l i
atlanticcongo_cpn_024.wav	Cherepon	Atlantic-Congo	ɔ l a
atlanticcongo_cpn_025.wav	Cherepon	Atlantic-Congo	ɛ m ɛ
atlanticcongo_cpn_026.wav	Cherepon	Atlantic-Congo	ɔ m e
atlanticcongo_cpn_027.wav	Cherepon	Atlantic-Congo	a m ɪ
atlanticcongo_cpn_028.wav	Cherepon	Atlantic-Congo	ɔ n a
atlanticcongo_cpn_029.wav	Cherepon	Atlantic-Congo	o n i
atlanticcongo_cpn_030.wav	Cherepon	Atlantic-Congo	a n i
atlanticcongo_cpn_031.wav	Cherepon	Atlantic-Congo	a n i
atlanticcongo_cpn_032.wav	Cherepon	Atlantic-Congo	a n o
atlanticcongo_cpn_033.wav	Cherepon	Atlantic-Congo	a s a
atlanticcongo_cpn_034.wav	Cherepon	Atlantic-Congo	ɔ s o
atlanticcongo_cpn_035.wav	Cherepon	Atlantic-Congo	a s i
atlanticcongo_cpn_036.wav	Cherepon	Atlantic-Congo	a s ɔ
atlanticcongo_cpn_037.wav	Cherepon	Atlantic-Congo	o s u
atlanticcongo_cpn_038.wav	Cherepon	Atlantic-Congo	ɪ t o
atlanticcongo_cpn_039.wav	Cherepon	Atlantic-Congo	a t õ
atlanticcongo_cpn_040.wav	Cherepon	Atlantic-Congo	ɔ t ɛ
sinotibetan_yue_001.wav	Chinese, Cantonese	Sino-Tibetan	tʰ ɪ m
sinotibetan_yue_002.wav	Chinese, Cantonese	Sino-Tibetan	tʰ ɪː n
sinotibetan_yue_003.wav	Chinese, Cantonese	Sino-Tibetan	t͡ʃ i p
sinotibetan_yue_004.wav	Chinese, Cantonese	Sino-Tibetan	t͡ʃ i
sinotibetan_yue_005.wav	Chinese, Cantonese	Sino-Tibetan	t͡ʃʰ i
sinotibetan_yue_006.wav	Chinese, Cantonese	Sino-Tibetan	j i
sinotibetan_yue_007.wav	Chinese, Cantonese	Sino-Tibetan	t͡ʃ i t
sinotibetan_yue_008.wav	Chinese, Cantonese	Sino-Tibetan	s ɪ ŋ
sinotibetan_yue_009.wav	Chinese, Cantonese	Sino-Tibetan	j i t
sinotibetan_yue_010.wav	Chinese, Cantonese	Sino-Tibetan	s ɪ k
sinotibetan_yue_011.wav	Chinese, Cantonese	Sino-Tibetan	s i
sinotibetan_yue_012.wav	Chinese, Cantonese	Sino-Tibetan	t͡ʃʰ i ŋ
sinotibetan_yue_013.wav	Chinese, Cantonese	Sino-Tibetan	l ɪ ŋ
sinotibetan_yue_014.wav	Chinese, Cantonese	Sino-Tibetan	pʰ ʊ n
sinotibetan_yue_015.wav	Chinese, Cantonese	Sino-Tibetan	k ʊ n
sinotibetan_yue_016.wav	Chinese, Cantonese	Sino-Tibetan	w ʊ n
sinotibetan_yue_017.wav	Chinese, Cantonese	Sino-Tibetan	b ʊ n
sinotibetan_yue_018.wav	Chinese, Cantonese	Sino-Tibetan	k w ʊ
sinotibetan_yue_019.wav	Chinese, Cantonese	Sino-Tibetan	k w ʊ ɪ
sinotibetan_yue_020.wav	Chinese, Cantonese	Sino-Tibetan	f ʊ t
sinotibetan_yue_021.wav	Chinese, Cantonese	Sino-Tibetan	d͡ʒ i
sinotibetan_yue_022.wav	Chinese, Cantonese	Sino-Tibetan	tʰ ɛ k
sinotibetan_yue_023.wav	Chinese, Cantonese	Sino-Tibetan	pʰ ɛ ŋ
sinotibetan_yue_024.wav	Chinese, Cantonese	Sino-Tibetan	l ɛː ŋ
sinotibetan_yue_025.wav	Chinese, Cantonese	Sino-Tibetan	tʰ ɛ k
sinotibetan_yue_026.wav	Chinese, Cantonese	Sino-Tibetan	kʰ ə t
sinotibetan_yue_027.wav	Chinese, Cantonese	Sino-Tibetan	t͡ʃ ə t
sinotibetan_yue_028.wav	Chinese, Cantonese	Sino-Tibetan	s ə p
sinotibetan_yue_029.wav	Chinese, Cantonese	Sino-Tibetan	s ə n
sinotibetan_yue_030.wav	Chinese, Cantonese	Sino-Tibetan	s ə m
sinotibetan_yue_031.wav	Chinese, Cantonese	Sino-Tibetan	m ə t
sinotibetan_yue_032.wav	Chinese, Cantonese	Sino-Tibetan	f ə n
sinotibetan_yue_033.wav	Chinese, Cantonese	Sino-Tibetan	h ə n
sinotibetan_yue_034.wav	Chinese, Cantonese	Sino-Tibetan	m ə n
sinotibetan_yue_035.wav	Chinese, Cantonese	Sino-Tibetan	ŋ ə n
sinotibetan_yue_036.wav	Chinese, Cantonese	Sino-Tibetan	b ə n
sinotibetan_yue_037.wav	Chinese, Cantonese	Sino-Tibetan	k ə n
sinotibetan_yue_038.wav	Chinese, Cantonese	Sino-Tibetan	w ə n
sinotibetan_yue_039.wav	Chinese, Cantonese	Sino-Tibetan	j ə n
sinotibetan_yue_040.wav	Chinese, Cantonese	Sino-Tibetan	b ə n
sinotibetan_mya_001.wav	Burmese	Sino-Tibetan	ð w ɔ a
sinotibetan_mya_002.wav	Burmese	Sino-Tibetan	t͡ʃʰ i
sinotibetan_mya_003.wav	Burmese	Sino-Tibetan	l u
sinotibetan_mya_004.wav	Burmese	Sino-Tibetan	p e i
sinotibetan_mya_005.wav	Burmese	Sino-Tibetan	l̥ ɛ
sinotibetan_mya_006.wav	Burmese	Sino-Tibetan	p j o
sinotibetan_mya_007.wav	Burmese	Sino-Tibetan	p o ʊ
sinotibetan_mya_008.wav	Burmese	Sino-Tibetan	o ʊ̃ ŋ
sinotibetan_mya_009.wav	Burmese	Sino-Tibetan	ə pʰ i j a
sinotibetan_mya_010.wav	Burmese	Sino-Tibetan	kʰ ã m j a
sinotibetan_mya_011.wav	Burmese	Sino-Tibetan	ŋ ã m u
sinotibetan_mya_012.wav	Burmese	Sino-Tibetan	d e t͡ʃ ə
sinotibetan_mya_013.wav	Burmese	Sino-Tibetan	m i kʰ o
sinotibetan_mya_014.wav	Burmese	Sino-Tibetan	l a
sinotibetan_mya_015.wav	Burmese	Sino-Tibetan	sʰ ḭ
sinotibetan_mya_016.wav	Burmese	Sino-Tibetan	l u
sinotibetan_mya_017.wav	Burmese	Sino-Tibetan	kʰ ɔ
sinotibetan_mya_018.wav	Burmese	Sino-Tibetan	p o ʊ
sinotibetan_mya_019.wav	Burmese	Sino-Tibetan	l ɛ
sinotibetan_mya_020.wav	Burmese	Sino-Tibetan	θ o ʊ̃ ŋ n a
sinotibetan_mya_021.wav	Burmese	Sino-Tibetan	t e i a
sinotibetan_mya_022.wav	Burmese	Sino-Tibetan	l̥ e i
sinotibetan_mya_023.wav	Burmese	Sino-Tibetan	ŋ u e
sinotibetan_mya_024.wav	Burmese	Sino-Tibetan	k a ʊ̃ ŋ
sinotibetan_mya_025.wav	Burmese	Sino-Tibetan	p j a
sinotibetan_mya_026.wav	Burmese	Sino-Tibetan	ʃ e
sinotibetan_mya_027.wav	Burmese	Sino-Tibetan	s u
sinotibetan_mya_028.wav	Burmese	Sino-Tibetan	d ĩ n e ɪ
sinotibetan_mya_029.wav	Burmese	Sino-Tibetan	cʰ i
sinotibetan_mya_030.wav	Burmese	Sino-Tibetan	p j o
sinotibetan_mya_031.wav	Burmese	Sino-Tibetan	p o ʊ̰
sinotibetan_mya_032.wav	Burmese	Sino-Tibetan	ə kʰ u
sinotibetan_mya_033.wav	Burmese	Sino-Tibetan	ə ʃ e ɪ
sinotibetan_mya_034.wav	Burmese	Sino-Tibetan	p ĩ ŋ
sinotibetan_mya_035.wav	Burmese	Sino-Tibetan	n e ɪ
sinotibetan_mya_036.wav	Burmese	Sino-Tibetan	l a
sinotibetan_mya_037.wav	Burmese	Sino-Tibetan	t ɔ b ɛ
sinotibetan_mya_038.wav	Burmese	Sino-Tibetan	θ i
sinotibetan_mya_039.wav	Burmese	Sino-Tibetan	l ɛ̰ ʔ
sinotibetan_mya_040.wav	Burmese	Sino-Tibetan	t ɪ̰ ʔ
afroasiatic_apc_001.wav	Arabic, North Levantine Spoken	Afro-Asiatic	b æː b
afroasiatic_apc_002.wav	Arabic, North Levantine Spoken	Afro-Asiatic	t̪ iː n
afroasiatic_apc_003.wav	Arabic, North Levantine Spoken	Afro-Asiatic	t iː ɯ n
afroasiatic_apc_004.wav	Arabic, North Levantine Spoken	Afro-Asiatic	d̪ a r b
afroasiatic_apc_005.wav	Arabic, North Levantine Spoken	Afro-Asiatic	k a l b
afroasiatic_apc_006.wav	Arabic, North Levantine Spoken	Afro-Asiatic	ʔ a l b
afroasiatic_apc_007.wav	Arabic, North Levantine Spoken	Afro-Asiatic	ʌ m a r
afroasiatic_apc_008.wav	Arabic, North Levantine Spoken	Afro-Asiatic	s æ b ə b
afroasiatic_apc_009.wav	Arabic, North Levantine Spoken	Afro-Asiatic	s ɛ bː ə b
afroasiatic_apc_010.wav	Arabic, North Levantine Spoken	Afro-Asiatic	r æ t̪ ɪ b
afroasiatic_apc_011.wav	Arabic, North Levantine Spoken	Afro-Asiatic	r æ t̪ː ə b
afroasiatic_apc_012.wav	Arabic, North Levantine Spoken	Afro-Asiatic	r ʊ t ɪ b
afroasiatic_apc_013.wav	Arabic, North Levantine Spoken	Afro-Asiatic	b a t ə l
afroasiatic_apc_014.wav	Arabic, North Levantine Spoken	Afro-Asiatic	h æ d̪ ə m ə
afroasiatic_apc_015.wav	Arabic, North Levantine Spoken	Afro-Asiatic	h æ d̪ː ə m ə
afroasiatic_apc_016.wav	Arabic, North Levantine Spoken	Afro-Asiatic	f æː d̪ i
afroasiatic_apc_017.wav	Arabic, North Levantine Spoken	Afro-Asiatic	f aː d i
afroasiatic_apc_018.wav	Arabic, North Levantine Spoken	Afro-Asiatic	f aː d ə
afroasiatic_apc_019.wav	Arabic, North Levantine Spoken	Afro-Asiatic	f æ k ə r ə
afroasiatic_apc_020.wav	Arabic, North Levantine Spoken	Afro-Asiatic	f æ kː ə r ə
afroasiatic_apc_021.wav	Arabic, North Levantine Spoken	Afro-Asiatic	n ɛ k ɜ r
afroasiatic_apc_022.wav	Arabic, North Levantine Spoken	Afro-Asiatic	n a ʔ a r
afroasiatic_apc_023.wav	Arabic, North Levantine Spoken	Afro-Asiatic	f ɑ ʔ ɜ r
afroasiatic_apc_024.wav	Arabic, North Levantine Spoken	Afro-Asiatic	f a ʔː a r
afroasiatic_apc_025.wav	Arabic, North Levantine Spoken	Afro-Asiatic	f a ʔ i r
afroasiatic_apc_026.wav	Arabic, North Levantine Spoken	Afro-Asiatic	d̪ ɪ bː
afroasiatic_apc_027.wav	Arabic, North Levantine Spoken	Afro-Asiatic	b æː t̪ː
afroasiatic_apc_028.wav	Arabic, North Levantine Spoken	Afro-Asiatic	b ɑː t
afroasiatic_apc_029.wav	Arabic, North Levantine Spoken	Afro-Asiatic	m ʊ f ɨː d
afroasiatic_apc_030.wav	Arabic, North Levantine Spoken	Afro-Asiatic	t̪ ə m æ lː æ k
afroasiatic_apc_031.wav	Arabic, North Levantine Spoken	Afro-Asiatic	t̪ ə m a lː ʌ ʔ
afroasiatic_apc_032.wav	Arabic, North Levantine Spoken	Afro-Asiatic	θ ɑ r ə
afroasiatic_apc_033.wav	Arabic, North Levantine Spoken	Afro-Asiatic	ð a b ə
afroasiatic_apc_034.wav	Arabic, North Levantine Spoken	Afro-Asiatic	s ʊ l ɪ b
afroasiatic_apc_035.wav	Arabic, North Levantine Spoken	Afro-Asiatic	s ɑ l ɪ b
afroasiatic_apc_036.wav	Arabic, North Levantine Spoken	Afro-Asiatic	z a h ə r ə
afroasiatic_apc_037.wav	Arabic, North Levantine Spoken	Afro-Asiatic	z ɑ h ə r ə
afroasiatic_apc_038.wav	Arabic, North Levantine Spoken	Afro-Asiatic	z ʊ lː
afroasiatic_apc_039.wav	Arabic, North Levantine Spoken	Afro-Asiatic	z ɪ lː
afroasiatic_apc_040.wav	Arabic, North Levantine Spoken	Afro-Asiatic	ʃ ɛ n ə b
afroasiatic_mlt_001.wav	Maltese	Afro-Asiatic	b a ŋ k
afroasiatic_mlt_002.wav	Maltese	Afro-Asiatic	v aː v a
afroasiatic_mlt_003.wav	Maltese	Afro-Asiatic	v aː v i
afroasiatic_mlt_004.wav	Maltese	Afro-Asiatic	s a f a r
afroasiatic_mlt_005.wav	Maltese	Afro-Asiatic	ʃ a l̪ p a
afroasiatic_mlt_006.wav	Maltese	Afro-Asiatic	ʒ b i n t̪
afroasiatic_mlt_007.wav	Maltese	Afro-Asiatic	ʒ d iː d iː
afroasiatic_mlt_008.wav	Maltese	Afro-Asiatic	ħ a l̪ ʔ
afroasiatic_mlt_009.wav	Maltese	Afro-Asiatic	ħ a m b a ʔ
afroasiatic_mlt_010.wav	Maltese	Afro-Asiatic	ħ a pː
afroasiatic_mlt_011.wav	Maltese	Afro-Asiatic	t s iː j a
afroasiatic_mlt_012.wav	Maltese	Afro-Asiatic	t s o kː
afroasiatic_mlt_013.wav	Maltese	Afro-Asiatic	d z oː n a
afroasiatic_mlt_014.wav	Maltese	Afro-Asiatic	m e d z a n iː n
afroasiatic_mlt_015.wav	Maltese	Afro-Asiatic	t͡ʃ aː r
afroasiatic_mlt_016.wav	Maltese	Afro-Asiatic	t͡ʃ a sː
afroasiatic_mlt_017.wav	Maltese	Afro-Asiatic	t͡ʃ e k t͡ʃ e k
afroasiatic_mlt_018.wav	Maltese	Afro-Asiatic	t͡ʃ e k t͡ʃ iː k
afroasiatic_mlt_019.wav	Maltese	Afro-Asiatic	d͡ʒ a rː
afroasiatic_mlt_020.wav	Maltese	Afro-Asiatic	d͡ʒ e nː
afroasiatic_mlt_021.wav	Maltese	Afro-Asiatic	b a l̪ː u
afroasiatic_mlt_022.wav	Maltese	Afro-Asiatic	m iː l̪
afroasiatic_mlt_023.wav	Maltese	Afro-Asiatic	f uː l̪
afroasiatic_mlt_024.wav	Maltese	Afro-Asiatic	w a ɾ a
afroasiatic_mlt_025.wav	Maltese	Afro-Asiatic	w e n t s
afroasiatic_mlt_026.wav	Maltese	Afro-Asiatic	d w aː l̪
afroasiatic_mlt_027.wav	Maltese	Afro-Asiatic	f w aː r
afroasiatic_mlt_028.wav	Maltese	Afro-Asiatic	t w iː l̪
afroasiatic_mlt_029.wav	Maltese	Afro-Asiatic	d j aː r
afroasiatic_mlt_030.wav	Maltese	Afro-Asiatic	b j aː r
afroasiatic_mlt_031.wav	Maltese	Afro-Asiatic	ħ j aː r
afroasiatic_mlt_032.wav	Maltese	Afro-Asiatic	r e p ħ
afroasiatic_mlt_033.wav	Maltese	Afro-Asiatic	r e bː i ə ħ
afroasiatic_mlt_034.wav	Maltese	Afro-Asiatic	d a ɾ a
afroasiatic_mlt_035.wav	Maltese	Afro-Asiatic	d aː ɾ a
afroasiatic_mlt_036.wav	Maltese	Afro-Asiatic	d͡ʒ a ɾ a
afroasiatic_mlt_037.wav	Maltese	Afro-Asiatic	d͡ʒ aː ɾ a
afroasiatic_mlt_038.wav	Maltese	Afro-Asiatic	ħ a ɾ a
afroasiatic_mlt_039.wav	Maltese	Afro-Asiatic	ħ aː ɾ a
afroasiatic_mlt_040.wav	Maltese	Afro-Asiatic	m e t̪ a
austronesian_ilo_001.wav	Ilocano	Austronesian	pʰ i k o
austronesian_ilo_002.wav	Ilocano	Austronesian	l ɑ pʰ i t
austronesian_ilo_003.wav	Ilocano	Austronesian	n ɛ p n ɛ p
austronesian_ilo_004.wav	Ilocano	Austronesian	b i k o
austronesian_ilo_005.wav	Ilocano	Austronesian	l ɑ b i t
austronesian_ilo_006.wav	Ilocano	Austronesian	n ɛ b n ɛ b
austronesian_ilo_007.wav	Ilocano	Austronesian	t ɑ ɡ ɑ
austronesian_ilo_008.wav	Ilocano	Austronesian	s ɑ l tʰ ɑ
austronesian_ilo_009.wav	Ilocano	Austronesian	s ɑ ɡ ɑ t
austronesian_ilo_010.wav	Ilocano	Austronesian	d ɑ ɡ ɑ
austronesian_ilo_011.wav	Ilocano	Austronesian	s ɑ l d ɑ
austronesian_ilo_012.wav	Ilocano	Austronesian	s ɑ ɡ ɑ d
austronesian_ilo_013.wav	Ilocano	Austronesian	k u r ɑ
austronesian_ilo_014.wav	Ilocano	Austronesian	b u k ɑ r
austronesian_ilo_015.wav	Ilocano	Austronesian	i r i k
austronesian_ilo_016.wav	Ilocano	Austronesian	ɡ u r ɑ
austronesian_ilo_017.wav	Ilocano	Austronesian	b u ɡ ɑ s
austronesian_ilo_018.wav	Ilocano	Austronesian	i r i ɡ
austronesian_ilo_019.wav	Ilocano	Austronesian	ʔ i d͡ʒ ɑ ɪ
austronesian_ilo_020.wav	Ilocano	Austronesian	ɑ l ʔ o
austronesian_ilo_021.wav	Ilocano	Austronesian	ɡ ɑ m ʔ u d
austronesian_ilo_022.wav	Ilocano	Austronesian	ɡ ɑ m u d
austronesian_ilo_023.wav	Ilocano	Austronesian	k i t i k
austronesian_ilo_024.wav	Ilocano	Austronesian	ʔ i t i k
austronesian_ilo_025.wav	Ilocano	Austronesian	i t l o ɡ
austronesian_ilo_026.wav	Ilocano	Austronesian	i ʔ l o ɡ
austronesian_ilo_027.wav	Ilocano	Austronesian	s ɑ l ɯ ɡ
austronesian_ilo_028.wav	Ilocano	Austronesian	s ɛ lː ɛ p
austronesian_ilo_029.wav	Ilocano	Austronesian	s i l i
