filename	language	family	model	PER	PFER	PER_folded	PFER_folded
fleurs_spa_010	Spanish	Indo-European	allophant	0.4029	0.1478	0.3597	0.1454
fleurs_spa_010	Spanish	Indo-European	allosaurus	0.4892	0.1544	0.4317	0.1520
fleurs_spa_010	Spanish	Indo-European	multipa	0.3669	0.1284	0.3597	0.1280
fleurs_spa_010	Spanish	Indo-European	powsm	0.0863	0.0310	0.0863	0.0310
fleurs_spa_010	Spanish	Indo-European	wav2vec2phoneme	0.1942	0.0637	0.1942	0.0637
fleurs_spa_010	Spanish	Indo-European	whipa	0.5396	0.1305	0.3597	0.1340
fleurs_spa_010	Spanish	Indo-European	whipa_comb	0.5683	0.1391	0.4317	0.1356
fleurs_spa_010	Spanish	Indo-European	whipa_large	0.4101	0.1192	0.4101	0.1195
fleurs_spa_010	Spanish	Indo-European	zipa	0.2014	0.0519	0.2014	0.0519
fleurs_spa_010	Spanish	Indo-European	zipa_large	0.2302	0.0517	0.2302	0.0517
fleurs_spa_011	Spanish	Indo-European	allophant	0.3036	0.1382	0.2768	0.1375
fleurs_spa_011	Spanish	Indo-European	allosaurus	0.3214	0.1027	0.2768	0.1006
fleurs_spa_011	Spanish	Indo-European	multipa	0.3839	0.0822	0.2589	0.0811
fleurs_spa_011	Spanish	Indo-European	powsm	0.0893	0.0060	0.0893	0.0060
fleurs_spa_011	Spanish	Indo-European	wav2vec2phoneme	0.1429	0.0299	0.1429	0.0299
fleurs_spa_011	Spanish	Indo-European	whipa	0.4911	0.1114	0.2768	0.1077
fleurs_spa_011	Spanish	Indo-European	whipa_comb	0.5089	0.1110	0.4107	0.1092
fleurs_spa_011	Spanish	Indo-European	whipa_large	0.1429	0.0247	0.1429	0.0247
fleurs_spa_011	Spanish	Indo-European	zipa	0.2321	0.0071	0.2321	0.0071
fleurs_spa_011	Spanish	Indo-European	zipa_large	0.2321	0.0071	0.2321	0.0071
fleurs_spa_012	Spanish	Indo-European	allophant	0.5039	0.2625	0.4331	0.2595
fleurs_spa_012	Spanish	Indo-European	allosaurus	0.4882	0.1673	0.4567	0.1657
fleurs_spa_012	Spanish	Indo-European	multipa	0.5276	0.1729	0.4803	0.1734
fleurs_spa_012	Spanish	Indo-European	powsm	0.2126	0.1188	0.2126	0.1188
fleurs_spa_012	Spanish	Indo-European	wav2vec2phoneme	0.2677	0.1237	0.2677	0.1237
fleurs_spa_012	Spanish	Indo-European	whipa	0.5984	0.1549	0.3543	0.1526
fleurs_spa_012	Spanish	Indo-European	whipa_comb	0.5748	0.1745	0.3543	0.1663
fleurs_spa_012	Spanish	Indo-European	whipa_large	0.3228	0.1120	0.3150	0.1117
fleurs_spa_012	Spanish	Indo-European	zipa	0.2126	0.1181	0.2126	0.1181
fleurs_spa_012	Spanish	Indo-European	zipa_large	0.2441	0.1373	0.2441	0.1373
fleurs_spa_013	Spanish	Indo-European	allophant	0.4304	0.1978	0.3924	0.1962
fleurs_spa_013	Spanish	Indo-European	allosaurus	0.3291	0.1150	0.2911	0.1129
fleurs_spa_013	Spanish	Indo-European	multipa	0.3797	0.1395	0.3544	0.1384
fleurs_spa_013	Spanish	Indo-European	powsm	0.1392	0.0316	0.1392	0.0316
fleurs_spa_013	Spanish	Indo-European	wav2vec2phoneme	0.1646	0.0340	0.1646	0.0340
fleurs_spa_013	Spanish	Indo-European	whipa	0.3671	0.0936	0.2658	0.0883
fleurs_spa_013	Spanish	Indo-European	whipa_comb	0.4810	0.1556	0.3291	0.1498
fleurs_spa_013	Spanish	Indo-European	whipa_large	0.4557	0.1005	0.4557	0.1010
fleurs_spa_013	Spanish	Indo-European	zipa	0.2405	0.0285	0.2405	0.0285
fleurs_spa_013	Spanish	Indo-European	zipa_large	0.2278	0.0206	0.2278	0.0206
fleurs_spa_014	Spanish	Indo-European	allophant	0.3833	0.1774	0.3583	0.1767
fleurs_spa_014	Spanish	Indo-European	allosaurus	0.5500	0.1868	0.5167	0.2089
fleurs_spa_014	Spanish	Indo-European	multipa	0.4750	0.1217	0.3417	0.1220
fleurs_spa_014	Spanish	Indo-European	powsm	0.1583	0.0319	0.1583	0.0319
fleurs_spa_014	Spanish	Indo-European	wav2vec2phoneme	0.2333	0.0540	0.2333	0.0540
fleurs_spa_014	Spanish	Indo-European	whipa	0.4417	0.1040	0.2667	0.1005
fleurs_spa_014	Spanish	Indo-European	whipa_comb	0.4250	0.0733	0.2583	0.0649
fleurs_spa_014	Spanish	Indo-European	whipa_large	0.3250	0.0502	0.3000	0.0599
fleurs_spa_014	Spanish	Indo-European	zipa	0.2333	0.0366	0.2333	0.0366
fleurs_spa_014	Spanish	Indo-European	zipa_large	0.2250	0.0314	0.2250	0.0314
fleurs_spa_015	Spanish	Indo-European	allophant	0.4538	0.2645	0.4118	0.2624
fleurs_spa_015	Spanish	Indo-European	allosaurus	0.5294	0.2120	0.4874	0.2092
fleurs_spa_015	Spanish	Indo-European	multipa	0.3950	0.1682	0.3613	0.1679
fleurs_spa_015	Spanish	Indo-European	powsm	0.1765	0.0989	0.1765	0.0989
fleurs_spa_015	Spanish	Indo-European	wav2vec2phoneme	0.2521	0.1248	0.2521	0.1248
fleurs_spa_015	Spanish	Indo-European	whipa	0.4958	0.1472	0.3529	0.1450
fleurs_spa_015	Spanish	Indo-European	whipa_comb	0.4958	0.1726	0.3697	0.1684
fleurs_spa_015	Spanish	Indo-European	whipa_large	0.3529	0.1292	0.3529	0.1276
fleurs_spa_015	Spanish	Indo-European	zipa	0.2857	0.1077	0.2857	0.1077
fleurs_spa_015	Spanish	Indo-European	zipa_large	0.2857	0.1077	0.2857	0.1077
fleurs_spa_016	Spanish	Indo-European	allophant	0.3467	0.1494	0.3200	0.1483
fleurs_spa_016	Spanish	Indo-European	allosaurus	0.2933	0.0953	0.2267	0.0933
fleurs_spa_016	Spanish	Indo-European	multipa	0.2667	0.0972	0.2533	0.0967
fleurs_spa_016	Spanish	Indo-European	powsm	0.0400	0.0017	0.0400	0.0017
fleurs_spa_016	Spanish	Indo-European	wav2vec2phoneme	0.1333	0.0325	0.1333	0.0325
fleurs_spa_016	Spanish	Indo-European	whipa	0.4800	0.1142	0.2933	0.1044
fleurs_spa_016	Spanish	Indo-European	whipa_comb	0.4267	0.0919	0.3200	0.0869
fleurs_spa_016	Spanish	Indo-European	whipa_large	0.2400	0.0506	0.2400	0.0522
fleurs_spa_016	Spanish	Indo-European	zipa	0.2133	0.0072	0.2133	0.0072
fleurs_spa_016	Spanish	Indo-European	zipa_large	0.2133	0.0072	0.2133	0.0072
fleurs_spa_017	Spanish	Indo-European	allophant	0.3626	0.1310	0.3297	0.1296
fleurs_spa_017	Spanish	Indo-European	allosaurus	0.4505	0.1367	0.3846	0.1335
fleurs_spa_017	Spanish	Indo-European	multipa	0.4066	0.1248	0.3297	0.1186
fleurs_spa_017	Spanish	Indo-European	powsm	0.0989	0.0078	0.0989	0.0078
fleurs_spa_017	Spanish	Indo-European	wav2vec2phoneme	0.1538	0.0318	0.1538	0.0318
fleurs_spa_017	Spanish	Indo-European	whipa	0.9890	0.0435	0.9890	0.0435
fleurs_spa_017	Spanish	Indo-European	whipa_comb	0.4945	0.1106	0.3077	0.1005
fleurs_spa_017	Spanish	Indo-European	whipa_large	0.2967	0.0373	0.3077	0.0561
fleurs_spa_017	Spanish	Indo-European	zipa	0.1538	0.0064	0.1538	0.0064
fleurs_spa_017	Spanish	Indo-European	zipa_large	0.1758	0.0270	0.1758	0.0270
fleurs_spa_018	Spanish	Indo-European	allophant	0.2982	0.1446	0.2544	0.1424
fleurs_spa_018	Spanish	Indo-European	allosaurus	0.4211	0.1405	0.3158	0.1372
fleurs_spa_018	Spanish	Indo-European	multipa	0.4737	0.0930	0.3596	0.1001
fleurs_spa_018	Spanish	Indo-European	powsm	0.0965	0.0228	0.0965	0.0228
fleurs_spa_018	Spanish	Indo-European	wav2vec2phoneme	0.1754	0.0442	0.1754	0.0442
fleurs_spa_018	Spanish	Indo-European	whipa	0.6053	0.1502	0.3596	0.1522
fleurs_spa_018	Spanish	Indo-European	whipa_comb	0.4825	0.1107	0.3333	0.1011
fleurs_spa_018	Spanish	Indo-European	whipa_large	0.2632	0.0404	0.2544	0.0453
fleurs_spa_018	Spanish	Indo-European	zipa	0.2281	0.0384	0.2281	0.0384
fleurs_spa_018	Spanish	Indo-European	zipa_large	0.2544	0.0565	0.2544	0.0565
fleurs_spa_019	Spanish	Indo-European	allophant	0.4260	0.1664	0.3728	0.1570
fleurs_spa_019	Spanish	Indo-European	allosaurus	0.5621	0.1561	0.5385	0.1515
fleurs_spa_019	Spanish	Indo-European	multipa	0.4083	0.1113	0.3905	0.1047
fleurs_spa_019	Spanish	Indo-European	powsm	0.0651	0.0288	0.0651	0.0287
fleurs_spa_019	Spanish	Indo-European	wav2vec2phoneme	0.1953	0.0583	0.1893	0.0520
fleurs_spa_019	Spanish	Indo-European	whipa	0.4675	0.0862	0.2959	0.0824
fleurs_spa_019	Spanish	Indo-European	whipa_comb	0.4497	0.1052	0.3254	0.0990
fleurs_spa_019	Spanish	Indo-European	whipa_large	0.2959	0.0791	0.2899	0.0738
fleurs_spa_019	Spanish	Indo-European	zipa	0.1657	0.0298	0.1657	0.0237
fleurs_spa_019	Spanish	Indo-European	zipa_large	0.2663	0.0624	0.2663	0.0560
fleurs_spa_020	Spanish	Indo-European	allophant	0.6020	0.4179	0.5612	0.4162
fleurs_spa_020	Spanish	Indo-European	allosaurus	0.5408	0.3274	0.5000	0.3191
fleurs_spa_020	Spanish	Indo-European	multipa	0.5612	0.2883	0.5000	0.2966
fleurs_spa_020	Spanish	Indo-European	powsm	0.1224	0.0125	0.1224	0.0125
fleurs_spa_020	Spanish	Indo-European	wav2vec2phoneme	0.5000	0.3051	0.5000	0.3051
fleurs_spa_020	Spanish	Indo-European	whipa	0.9694	0.5440	0.7449	0.5506
fleurs_spa_020	Spanish	Indo-European	whipa_comb	0.8163	0.3727	0.6122	0.3642
fleurs_spa_020	Spanish	Indo-European	whipa_large	0.6020	0.2942	0.6020	0.3029
fleurs_spa_020	Spanish	Indo-European	zipa	0.2347	0.0304	0.2347	0.0304
fleurs_spa_020	Spanish	Indo-European	zipa_large	0.2347	0.0264	0.2347	0.0264
fleurs_deu_001	German	Indo-European	allophant	0.5055	0.0902	0.4505	0.0709
fleurs_deu_001	German	Indo-European	allosaurus	0.7473	0.1699	0.6703	0.1646
fleurs_deu_001	German	Indo-European	multipa	0.5934	0.1202	0.4396	0.1148
fleurs_deu_001	German	Indo-European	powsm	0.3516	0.0923	0.3187	0.0729
fleurs_deu_001	German	Indo-European	wav2vec2phoneme	0.3626	0.0714	0.3077	0.0519
fleurs_deu_001	German	Indo-European	whipa	3.2198	2.2044	3.2198	2.1603
fleurs_deu_001	German	Indo-European	whipa_comb	0.6044	0.1305	0.4835	0.1168
fleurs_deu_001	German	Indo-European	whipa_large	0.5495	0.1044	0.4066	0.1003
fleurs_deu_001	German	Indo-European	zipa	0.5824	0.0579	0.3407	0.0412
fleurs_deu_001	German	Indo-European	zipa_large	0.5385	0.0840	0.3077	0.0652
fleurs_deu_002	German	Indo-European	allophant	0.4815	0.0779	0.4815	0.0712
fleurs_deu_002	German	Indo-European	allosaurus	0.5309	0.1168	0.3827	0.1073
fleurs_deu_002	German	Indo-European	multipa	0.6173	0.1615	0.5185	0.1610
fleurs_deu_002	German	Indo-European	powsm	0.4198	0.0568	0.4198	0.0532
fleurs_deu_002	German	Indo-European	wav2vec2phoneme	0.3827	0.0499	0.3457	0.0432
fleurs_deu_002	German	Indo-European	whipa	0.6667	0.1556	0.5802	0.1469
fleurs_deu_002	German	Indo-European	whipa_comb	0.6667	0.1371	0.5185	0.1237
fleurs_deu_002	German	Indo-European	whipa_large	0.6296	0.1448	0.4815	0.1361
fleurs_deu_002	German	Indo-European	zipa	0.5926	0.0846	0.3210	0.0764
fleurs_deu_002	German	Indo-European	zipa_large	0.6296	0.0576	0.3580	0.0535
fleurs_deu_003	German	Indo-European	allophant	0.5833	0.0866	0.5379	0.0614
fleurs_deu_003	German	Indo-European	allosaurus	0.7424	0.1935	0.6894	0.1783
fleurs_deu_003	German	Indo-European	multipa	0.5758	0.1381	0.4773	0.1261
fleurs_deu_003	German	Indo-European	powsm	0.3712	0.0824	0.3182	0.0603
fleurs_deu_003	German	Indo-European	wav2vec2phoneme	0.4242	0.0765	0.3485	0.0499
fleurs_deu_003	German	Indo-European	whipa	0.7121	0.2704	0.6061	0.2713
fleurs_deu_003	German	Indo-European	whipa_comb	0.7348	0.1736	0.6288	0.1556
fleurs_deu_003	German	Indo-European	whipa_large	0.6212	0.1443	0.4697	0.1250
fleurs_deu_003	German	Indo-European	zipa	0.6515	0.0666	0.4318	0.0438
fleurs_deu_003	German	Indo-European	zipa_large	0.6439	0.0664	0.4318	0.0437
fleurs_deu_004	German	Indo-European	allophant	0.5629	0.0824	0.5298	0.0663
fleurs_deu_004	German	Indo-European	allosaurus	0.8013	0.2238	0.7417	0.2131
fleurs_deu_004	German	Indo-European	multipa	0.6159	0.2129	0.5497	0.1977
fleurs_deu_004	German	Indo-European	powsm	0.4702	0.0995	0.4437	0.0812
fleurs_deu_004	German	Indo-European	wav2vec2phoneme	0.4305	0.0745	0.3841	0.0583
fleurs_deu_004	German	Indo-European	whipa	0.7417	0.3297	0.6026	0.3222
fleurs_deu_004	German	Indo-European	whipa_comb	0.7881	0.1976	0.6623	0.1886
fleurs_deu_004	German	Indo-European	whipa_large	0.6026	0.1078	0.4238	0.1002
fleurs_deu_004	German	Indo-European	zipa	0.7351	0.0606	0.4305	0.0388
fleurs_deu_004	German	Indo-European	zipa_large	0.7351	0.0625	0.4238	0.0429
fleurs_deu_005	German	Indo-European	allophant	0.5287	0.0718	0.4943	0.0518
fleurs_deu_005	German	Indo-European	allosaurus	0.5172	0.1231	0.3908	0.0992
fleurs_deu_005	German	Indo-European	multipa	0.5977	0.1398	0.5057	0.1286
fleurs_deu_005	German	Indo-European	powsm	0.4138	0.0910	0.3908	0.0732
fleurs_deu_005	German	Indo-European	wav2vec2phoneme	0.4138	0.0386	0.3563	0.0170
fleurs_deu_005	German	Indo-European	whipa	0.6897	0.1547	0.6782	0.1593
fleurs_deu_005	German	Indo-European	whipa_comb	0.6207	0.1669	0.4943	0.1461
fleurs_deu_005	German	Indo-European	whipa_large	0.5402	0.1061	0.3793	0.0829
fleurs_deu_005	German	Indo-European	zipa	0.5402	0.0699	0.3678	0.0500
fleurs_deu_005	German	Indo-European	zipa_large	0.5632	0.0838	0.4023	0.0637
fleurs_deu_006	German	Indo-European	allophant	0.4568	0.0916	0.4074	0.0810
fleurs_deu_006	German	Indo-European	allosaurus	0.5556	0.1566	0.4568	0.1458
fleurs_deu_006	German	Indo-European	multipa	0.5802	0.1952	0.4691	0.1753
fleurs_deu_006	German	Indo-European	powsm	0.3827	0.0841	0.3457	0.0770
fleurs_deu_006	German	Indo-European	wav2vec2phoneme	0.3333	0.0568	0.2716	0.0432
fleurs_deu_006	German	Indo-European	whipa	0.6049	0.1476	0.5432	0.1357
fleurs_deu_006	German	Indo-European	whipa_comb	0.6667	0.1836	0.4691	0.1623
fleurs_deu_006	German	Indo-European	whipa_large	0.4691	0.1062	0.3580	0.1037
fleurs_deu_006	German	Indo-European	zipa	0.5679	0.0939	0.3704	0.0798
fleurs_deu_006	German	Indo-European	zipa_large	0.5432	0.0880	0.3457	0.0678
fleurs_deu_007	German	Indo-European	allophant	0.5294	0.0725	0.4866	0.0654
fleurs_deu_007	German	Indo-European	allosaurus	0.7433	0.1925	0.6631	0.1894
fleurs_deu_007	German	Indo-European	multipa	0.5775	0.1749	0.4759	0.1584
fleurs_deu_007	German	Indo-European	powsm	0.4171	0.1014	0.3743	0.0865
fleurs_deu_007	German	Indo-European	wav2vec2phoneme	0.4332	0.0457	0.3690	0.0361
fleurs_deu_007	German	Indo-European	whipa	0.6898	0.2401	0.6310	0.2242
fleurs_deu_007	German	Indo-European	whipa_comb	0.6952	0.2016	0.5936	0.1857
fleurs_deu_007	German	Indo-European	whipa_large	0.5775	0.1203	0.4545	0.1060
fleurs_deu_007	German	Indo-European	zipa	0.6631	0.0689	0.4492	0.0451
fleurs_deu_007	German	Indo-European	zipa_large	0.6578	0.0612	0.4439	0.0373
fleurs_deu_008	German	Indo-European	allophant	0.7551	0.3017	0.6837	0.2702
fleurs_deu_008	German	Indo-European	allosaurus	0.8061	0.2596	0.6633	0.2423
fleurs_deu_008	German	Indo-European	multipa	0.7041	0.2540	0.5816	0.2744
fleurs_deu_008	German	Indo-European	powsm	0.6429	0.3278	0.6020	0.2933
fleurs_deu_008	German	Indo-European	wav2vec2phoneme	0.6020	0.3106	0.5408	0.2752
fleurs_deu_008	German	Indo-European	whipa	1.8163	1.0648	1.8163	1.0156
fleurs_deu_008	German	Indo-European	whipa_comb	0.7755	0.2713	0.6531	0.2502
fleurs_deu_008	German	Indo-European	whipa_large	0.8673	0.3603	0.6837	0.3383
fleurs_deu_008	German	Indo-European	zipa	0.6531	0.0619	0.3776	0.0335
fleurs_deu_008	German	Indo-European	zipa_large	0.6429	0.0548	0.3776	0.0262
fleurs_deu_009	German	Indo-European	allophant	0.5179	0.0817	0.4643	0.0727
fleurs_deu_009	German	Indo-European	allosaurus	0.4911	0.1291	0.4018	0.1202
fleurs_deu_009	German	Indo-European	multipa	0.5893	0.1791	0.5089	0.1702
fleurs_deu_009	German	Indo-European	powsm	0.3839	0.0738	0.3304	0.0657
fleurs_deu_009	German	Indo-European	wav2vec2phoneme	0.4196	0.0714	0.3750	0.0618
fleurs_deu_009	German	Indo-European	whipa	0.7411	0.2269	0.6964	0.2180
fleurs_deu_009	German	Indo-European	whipa_comb	0.7054	0.1449	0.5089	0.1334
fleurs_deu_009	German	Indo-European	whipa_large	0.5804	0.1390	0.3929	0.1257
fleurs_deu_009	German	Indo-European	zipa	0.4464	0.0826	0.3482	0.0729
fleurs_deu_009	German	Indo-European	zipa_large	0.4286	0.0815	0.3393	0.0722
fleurs_deu_010	German	Indo-European	allophant	0.5789	0.0956	0.5579	0.0944
fleurs_deu_010	German	Indo-European	allosaurus	0.7053	0.1693	0.6737	0.1549
fleurs_deu_010	German	Indo-European	multipa	0.6000	0.1991	0.5368	0.1862
fleurs_deu_010	German	Indo-European	powsm	0.4211	0.1239	0.4000	0.1059
fleurs_deu_010	German	Indo-European	wav2vec2phoneme	0.4000	0.0752	0.3579	0.0764
fleurs_deu_010	German	Indo-European	whipa	0.5895	0.1397	0.4526	0.1380
fleurs_deu_010	German	Indo-European	whipa_comb	0.6000	0.1805	0.4737	0.1404
fleurs_deu_010	German	Indo-European	whipa_large	0.4526	0.1033	0.3579	0.0918
fleurs_deu_010	German	Indo-European	zipa	0.4737	0.1221	0.3789	0.1046
fleurs_deu_010	German	Indo-European	zipa_large	0.4842	0.1136	0.3789	0.1144
fleurs_deu_011	German	Indo-European	allophant	0.5689	0.1289	0.5269	0.0880
fleurs_deu_011	German	Indo-European	allosaurus	0.7425	0.2015	0.6527	0.1873
fleurs_deu_011	German	Indo-European	multipa	0.5988	0.1717	0.5269	0.1625
fleurs_deu_011	German	Indo-European	powsm	0.4132	0.0892	0.3713	0.0733
fleurs_deu_011	German	Indo-European	wav2vec2phoneme	0.4371	0.0919	0.3473	0.0483
fleurs_deu_011	German	Indo-European	whipa	1.0958	0.3875	1.2156	0.5506
