filename	language	family	model	PER	PFER	PER_folded	PFER_folded
abkhazadyge_abk_005	Abkhaz	Abkhaz-Adyge	zipa_large	1.0000	0.1696	0.7143	0.0156
abkhazadyge_abk_006	Abkhaz	Abkhaz-Adyge	allophant	0.7143	0.1696	0.5714	0.2552
abkhazadyge_abk_006	Abkhaz	Abkhaz-Adyge	allosaurus	1.1429	0.2530	1.0000	0.1615
abkhazadyge_abk_006	Abkhaz	Abkhaz-Adyge	multipa	0.7143	0.1637	0.7143	0.2552
abkhazadyge_abk_006	Abkhaz	Abkhaz-Adyge	powsm	0.5714	0.1756	0.5714	0.0625
abkhazadyge_abk_006	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.7143	0.1637	0.5714	0.2552
abkhazadyge_abk_006	Abkhaz	Abkhaz-Adyge	whipa	0.8571	0.1756	0.7143	0.2552
abkhazadyge_abk_006	Abkhaz	Abkhaz-Adyge	whipa_comb	0.7143	0.1756	0.4286	0.2552
abkhazadyge_abk_006	Abkhaz	Abkhaz-Adyge	zipa	0.5714	0.0417	0.4286	0.1380
abkhazadyge_abk_006	Abkhaz	Abkhaz-Adyge	zipa_large	1.0000	0.1815	0.7143	0.0625
abkhazadyge_abk_007	Abkhaz	Abkhaz-Adyge	allophant	1.0000	0.1548	0.4286	0.1429
abkhazadyge_abk_007	Abkhaz	Abkhaz-Adyge	allosaurus	1.0000	0.2054	1.0000	0.3095
abkhazadyge_abk_007	Abkhaz	Abkhaz-Adyge	multipa	0.7143	0.1667	0.5714	0.1548
abkhazadyge_abk_007	Abkhaz	Abkhaz-Adyge	powsm	0.8571	0.3095	0.7143	0.4196
abkhazadyge_abk_007	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.7143	0.0536	0.4286	0.0417
abkhazadyge_abk_007	Abkhaz	Abkhaz-Adyge	whipa	1.0000	0.0536	0.8571	0.0417
abkhazadyge_abk_007	Abkhaz	Abkhaz-Adyge	whipa_comb	0.7143	0.1815	0.5714	0.1637
abkhazadyge_abk_007	Abkhaz	Abkhaz-Adyge	zipa	0.7143	0.0417	0.4286	0.0298
abkhazadyge_abk_007	Abkhaz	Abkhaz-Adyge	zipa_large	1.1429	0.3095	0.7143	0.2917
abkhazadyge_abk_008	Abkhaz	Abkhaz-Adyge	allophant	1.0000	0.5417	0.7500	0.5208
abkhazadyge_abk_008	Abkhaz	Abkhaz-Adyge	allosaurus	1.2500	0.5312	1.2500	0.5208
abkhazadyge_abk_008	Abkhaz	Abkhaz-Adyge	multipa	1.0000	0.2604	0.7500	0.2708
abkhazadyge_abk_008	Abkhaz	Abkhaz-Adyge	powsm	1.2500	0.4844	0.7500	0.4740
abkhazadyge_abk_008	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	1.2500	0.4948	0.7500	0.4844
abkhazadyge_abk_008	Abkhaz	Abkhaz-Adyge	whipa	1.2500	0.5052	1.0000	0.4844
abkhazadyge_abk_008	Abkhaz	Abkhaz-Adyge	whipa_comb	1.2500	0.5052	1.0000	0.4844
abkhazadyge_abk_008	Abkhaz	Abkhaz-Adyge	zipa	1.2500	0.4896	1.0000	0.4792
abkhazadyge_abk_008	Abkhaz	Abkhaz-Adyge	zipa_large	1.5000	0.7240	1.2500	0.7135
abkhazadyge_abk_009	Abkhaz	Abkhaz-Adyge	allophant	0.6667	0.3194	0.3333	0.3056
abkhazadyge_abk_009	Abkhaz	Abkhaz-Adyge	allosaurus	1.0000	0.3333	0.6667	0.3333
abkhazadyge_abk_009	Abkhaz	Abkhaz-Adyge	multipa	0.6667	0.0625	0.6667	0.0764
abkhazadyge_abk_009	Abkhaz	Abkhaz-Adyge	powsm	0.6667	0.0833	0.6667	0.0833
abkhazadyge_abk_009	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.3333	0.0139	0.3333	0.0139
abkhazadyge_abk_009	Abkhaz	Abkhaz-Adyge	whipa	0.6667	0.0694	0.6667	0.0694
abkhazadyge_abk_009	Abkhaz	Abkhaz-Adyge	whipa_comb	1.0000	0.3542	0.6667	0.3264
abkhazadyge_abk_009	Abkhaz	Abkhaz-Adyge	zipa	0.3333	0.0139	0.3333	0.0139
abkhazadyge_abk_009	Abkhaz	Abkhaz-Adyge	zipa_large	0.3333	0.0000	0.0000	0.0000
abkhazadyge_abk_010	Abkhaz	Abkhaz-Adyge	allophant	1.0000	0.0792	0.6000	0.0708
abkhazadyge_abk_010	Abkhaz	Abkhaz-Adyge	allosaurus	1.2000	0.4917	1.2000	0.4833
abkhazadyge_abk_010	Abkhaz	Abkhaz-Adyge	multipa	0.8000	0.0833	0.8000	0.0750
abkhazadyge_abk_010	Abkhaz	Abkhaz-Adyge	powsm	0.6000	0.0500	0.6000	0.0417
abkhazadyge_abk_010	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.6000	0.0625	0.4000	0.0542
abkhazadyge_abk_010	Abkhaz	Abkhaz-Adyge	whipa	0.8000	0.0250	0.4000	0.0167
abkhazadyge_abk_010	Abkhaz	Abkhaz-Adyge	whipa_comb	0.8000	0.2083	0.6000	0.2000
abkhazadyge_abk_010	Abkhaz	Abkhaz-Adyge	zipa	0.4000	0.0250	0.4000	0.0167
abkhazadyge_abk_010	Abkhaz	Abkhaz-Adyge	zipa_large	0.4000	0.0417	0.4000	0.0333
abkhazadyge_abk_011	Abkhaz	Abkhaz-Adyge	allophant	0.6667	0.3194	0.3333	0.3056
abkhazadyge_abk_011	Abkhaz	Abkhaz-Adyge	allosaurus	0.6667	0.0417	0.6667	0.0417
abkhazadyge_abk_011	Abkhaz	Abkhaz-Adyge	multipa	0.6667	0.0417	0.6667	0.0417
abkhazadyge_abk_011	Abkhaz	Abkhaz-Adyge	powsm	0.6667	0.0486	0.6667	0.0486
abkhazadyge_abk_011	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.3333	0.0278	0.3333	0.0278
abkhazadyge_abk_011	Abkhaz	Abkhaz-Adyge	whipa	1.3333	0.3681	1.0000	0.3403
abkhazadyge_abk_011	Abkhaz	Abkhaz-Adyge	whipa_comb	1.0000	0.3333	0.6667	0.3194
abkhazadyge_abk_011	Abkhaz	Abkhaz-Adyge	zipa	0.6667	0.3333	0.6667	0.3333
abkhazadyge_abk_011	Abkhaz	Abkhaz-Adyge	zipa_large	0.3333	0.0000	0.0000	0.0000
abkhazadyge_abk_012	Abkhaz	Abkhaz-Adyge	allophant	0.8000	0.2167	0.8000	0.2167
abkhazadyge_abk_012	Abkhaz	Abkhaz-Adyge	allosaurus	1.0000	0.4167	1.0000	0.4167
abkhazadyge_abk_012	Abkhaz	Abkhaz-Adyge	multipa	0.6000	0.0583	0.6000	0.0583
abkhazadyge_abk_012	Abkhaz	Abkhaz-Adyge	powsm	0.6000	0.0250	0.6000	0.0250
abkhazadyge_abk_012	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.4000	0.0250	0.4000	0.0250
abkhazadyge_abk_012	Abkhaz	Abkhaz-Adyge	whipa	1.2000	0.3542	1.2000	0.3542
abkhazadyge_abk_012	Abkhaz	Abkhaz-Adyge	whipa_comb	0.6000	0.0500	0.4000	0.0417
abkhazadyge_abk_012	Abkhaz	Abkhaz-Adyge	zipa	0.8000	0.2000	0.8000	0.2000
abkhazadyge_abk_012	Abkhaz	Abkhaz-Adyge	zipa_large	0.8000	0.2000	0.8000	0.2000
abkhazadyge_abk_013	Abkhaz	Abkhaz-Adyge	allophant	1.0000	0.5260	0.5000	0.2167
abkhazadyge_abk_013	Abkhaz	Abkhaz-Adyge	allosaurus	1.2500	0.7708	1.2500	0.4208
abkhazadyge_abk_013	Abkhaz	Abkhaz-Adyge	multipa	0.7500	0.0990	0.7500	0.2250
abkhazadyge_abk_013	Abkhaz	Abkhaz-Adyge	powsm	0.5000	0.2812	0.5000	0.4125
abkhazadyge_abk_013	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.5000	0.2917	0.2500	0.0292
abkhazadyge_abk_013	Abkhaz	Abkhaz-Adyge	whipa	1.7500	0.9427	1.7500	0.5750
abkhazadyge_abk_013	Abkhaz	Abkhaz-Adyge	whipa_comb	0.7500	0.2812	1.2500	0.2167
abkhazadyge_abk_013	Abkhaz	Abkhaz-Adyge	zipa	1.0000	0.5365	1.0000	0.2250
abkhazadyge_abk_013	Abkhaz	Abkhaz-Adyge	zipa_large	1.0000	0.5365	1.0000	0.2250
abkhazadyge_abk_014	Abkhaz	Abkhaz-Adyge	allophant	1.0000	0.5573	0.7500	0.2417
abkhazadyge_abk_014	Abkhaz	Abkhaz-Adyge	allosaurus	1.0000	0.5052	1.0000	0.3333
abkhazadyge_abk_014	Abkhaz	Abkhaz-Adyge	multipa	0.5000	0.0573	0.7500	0.0542
abkhazadyge_abk_014	Abkhaz	Abkhaz-Adyge	powsm	0.7500	0.3021	0.7500	0.4292
abkhazadyge_abk_014	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.7500	0.5365	0.5000	0.2250
abkhazadyge_abk_014	Abkhaz	Abkhaz-Adyge	whipa	0.2500	0.0365	0.7500	0.0292
abkhazadyge_abk_014	Abkhaz	Abkhaz-Adyge	whipa_comb	0.2500	0.0156	0.7500	0.0125
abkhazadyge_abk_014	Abkhaz	Abkhaz-Adyge	zipa	1.0000	0.3438	1.0000	0.0708
abkhazadyge_abk_014	Abkhaz	Abkhaz-Adyge	zipa_large	1.0000	0.2865	1.0000	0.0250
abkhazadyge_abk_015	Abkhaz	Abkhaz-Adyge	allophant	1.5000	0.5000	1.0000	0.0347
abkhazadyge_abk_015	Abkhaz	Abkhaz-Adyge	allosaurus	0.5000	0.0208	0.5000	0.0139
abkhazadyge_abk_015	Abkhaz	Abkhaz-Adyge	multipa	1.0000	0.5208	1.0000	0.0486
abkhazadyge_abk_015	Abkhaz	Abkhaz-Adyge	powsm	1.5000	0.5521	1.5000	0.0278
abkhazadyge_abk_015	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.5000	0.4688	0.5000	0.6250
abkhazadyge_abk_015	Abkhaz	Abkhaz-Adyge	whipa	1.5000	0.5729	1.5000	0.0417
abkhazadyge_abk_015	Abkhaz	Abkhaz-Adyge	whipa_comb	2.0000	1.0729	2.0000	0.3750
abkhazadyge_abk_015	Abkhaz	Abkhaz-Adyge	zipa	1.5000	0.5312	1.5000	0.0139
abkhazadyge_abk_015	Abkhaz	Abkhaz-Adyge	zipa_large	1.5000	0.5312	1.5000	0.0139
abkhazadyge_abk_016	Abkhaz	Abkhaz-Adyge	allophant	1.0000	0.6042	0.6000	0.3264
abkhazadyge_abk_016	Abkhaz	Abkhaz-Adyge	allosaurus	1.6000	0.9625	1.2000	0.7951
abkhazadyge_abk_016	Abkhaz	Abkhaz-Adyge	multipa	0.4000	0.0250	0.8000	0.0208
abkhazadyge_abk_016	Abkhaz	Abkhaz-Adyge	powsm	1.4000	0.5833	1.2000	0.4792
abkhazadyge_abk_016	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.8000	0.4250	0.6000	0.1840
abkhazadyge_abk_016	Abkhaz	Abkhaz-Adyge	whipa	1.4000	0.6208	1.2000	0.3333
abkhazadyge_abk_016	Abkhaz	Abkhaz-Adyge	whipa_comb	1.0000	0.2250	1.2000	0.1806
abkhazadyge_abk_016	Abkhaz	Abkhaz-Adyge	zipa	0.8000	0.2292	0.8000	0.0208
abkhazadyge_abk_016	Abkhaz	Abkhaz-Adyge	zipa_large	0.6000	0.2042	0.4000	0.0000
abkhazadyge_abk_017	Abkhaz	Abkhaz-Adyge	allophant	0.7500	0.5104	0.5000	0.1958
abkhazadyge_abk_017	Abkhaz	Abkhaz-Adyge	allosaurus	1.2500	0.3438	1.2500	0.2583
abkhazadyge_abk_017	Abkhaz	Abkhaz-Adyge	multipa	0.7500	0.3229	0.7500	0.0458
abkhazadyge_abk_017	Abkhaz	Abkhaz-Adyge	powsm	0.5000	0.0365	0.2500	0.0208
abkhazadyge_abk_017	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.7500	0.2917	0.7500	0.0208
abkhazadyge_abk_017	Abkhaz	Abkhaz-Adyge	whipa	0.7500	0.2969	0.7500	0.0667
abkhazadyge_abk_017	Abkhaz	Abkhaz-Adyge	whipa_comb	1.2500	0.3229	1.2500	0.0625
abkhazadyge_abk_017	Abkhaz	Abkhaz-Adyge	zipa	1.2500	0.5469	1.2500	0.2250
abkhazadyge_abk_017	Abkhaz	Abkhaz-Adyge	zipa_large	1.2500	0.7552	1.2500	0.3917
abkhazadyge_abk_018	Abkhaz	Abkhaz-Adyge	allophant	0.8333	0.2986	0.6667	0.1577
abkhazadyge_abk_018	Abkhaz	Abkhaz-Adyge	allosaurus	1.3333	0.7014	1.3333	0.4673
abkhazadyge_abk_018	Abkhaz	Abkhaz-Adyge	multipa	1.0000	0.2431	1.1667	0.2083
abkhazadyge_abk_018	Abkhaz	Abkhaz-Adyge	powsm	1.5000	0.6042	1.5000	0.3661
abkhazadyge_abk_018	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.8333	0.2708	0.8333	0.1935
abkhazadyge_abk_018	Abkhaz	Abkhaz-Adyge	whipa	1.5000	0.5660	1.5000	0.3274
abkhazadyge_abk_018	Abkhaz	Abkhaz-Adyge	whipa_comb	1.0000	0.1701	1.0000	0.1339
abkhazadyge_abk_018	Abkhaz	Abkhaz-Adyge	zipa	1.1667	0.4097	1.1667	0.1994
abkhazadyge_abk_018	Abkhaz	Abkhaz-Adyge	zipa_large	1.3333	0.4479	1.3333	0.2321
abkhazadyge_abk_019	Abkhaz	Abkhaz-Adyge	allophant	1.2500	0.9792	0.7500	0.5708
abkhazadyge_abk_019	Abkhaz	Abkhaz-Adyge	allosaurus	1.0000	0.3125	1.0000	0.0625
abkhazadyge_abk_019	Abkhaz	Abkhaz-Adyge	multipa	1.0000	0.2865	0.7500	0.0250
abkhazadyge_abk_019	Abkhaz	Abkhaz-Adyge	powsm	0.7500	0.2552	0.5000	0.3917
abkhazadyge_abk_019	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.7500	0.0417	0.5000	0.2042
abkhazadyge_abk_019	Abkhaz	Abkhaz-Adyge	whipa	0.5000	0.0417	1.0000	0.0333
abkhazadyge_abk_019	Abkhaz	Abkhaz-Adyge	whipa_comb	1.0000	0.2969	0.7500	0.2000
abkhazadyge_abk_019	Abkhaz	Abkhaz-Adyge	zipa	1.2500	0.3385	1.2500	0.0667
abkhazadyge_abk_019	Abkhaz	Abkhaz-Adyge	zipa_large	1.0000	0.3073	1.0000	0.0417
abkhazadyge_abk_020	Abkhaz	Abkhaz-Adyge	allophant	1.1667	0.5625	1.0000	0.3304
abkhazadyge_abk_020	Abkhaz	Abkhaz-Adyge	allosaurus	1.5000	0.6875	1.1667	0.7113
abkhazadyge_abk_020	Abkhaz	Abkhaz-Adyge	multipa	0.6667	0.0799	0.6667	0.1726
abkhazadyge_abk_020	Abkhaz	Abkhaz-Adyge	powsm	0.6667	0.2153	0.5000	0.1786
abkhazadyge_abk_020	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.5000	0.2083	0.3333	0.0268
abkhazadyge_abk_020	Abkhaz	Abkhaz-Adyge	whipa	1.5000	0.9722	1.5000	0.6815
abkhazadyge_abk_020	Abkhaz	Abkhaz-Adyge	whipa_comb	0.6667	0.1944	0.8333	0.1607
abkhazadyge_abk_020	Abkhaz	Abkhaz-Adyge	zipa	0.8333	0.3681	0.8333	0.1637
abkhazadyge_abk_020	Abkhaz	Abkhaz-Adyge	zipa_large	0.6667	0.2222	0.6667	0.0387
abkhazadyge_abk_021	Abkhaz	Abkhaz-Adyge	allophant	0.6000	0.2208	0.2000	0.0139
abkhazadyge_abk_021	Abkhaz	Abkhaz-Adyge	allosaurus	1.2000	0.4500	1.2000	0.2604
abkhazadyge_abk_021	Abkhaz	Abkhaz-Adyge	multipa	0.6000	0.2333	0.6000	0.3368
abkhazadyge_abk_021	Abkhaz	Abkhaz-Adyge	powsm	0.6000	0.2167	0.6000	0.1806
abkhazadyge_abk_021	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.4000	0.2292	0.2000	0.0208
abkhazadyge_abk_021	Abkhaz	Abkhaz-Adyge	whipa	1.4000	0.6000	1.4000	0.3646
abkhazadyge_abk_021	Abkhaz	Abkhaz-Adyge	whipa_comb	1.0000	0.2292	1.0000	0.1111
abkhazadyge_abk_021	Abkhaz	Abkhaz-Adyge	zipa	0.6000	0.2375	0.6000	0.1111
abkhazadyge_abk_021	Abkhaz	Abkhaz-Adyge	zipa_large	0.8000	0.3958	0.8000	0.1597
abkhazadyge_abk_022	Abkhaz	Abkhaz-Adyge	allophant	1.0000	0.3958	0.6667	0.1562
abkhazadyge_abk_022	Abkhaz	Abkhaz-Adyge	allosaurus	1.6667	1.0278	1.6667	0.5052
abkhazadyge_abk_022	Abkhaz	Abkhaz-Adyge	multipa	1.3333	0.7222	1.3333	0.2760
abkhazadyge_abk_022	Abkhaz	Abkhaz-Adyge	powsm	1.3333	0.7292	1.3333	0.3438
abkhazadyge_abk_022	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.6667	0.3889	0.3333	0.0260
abkhazadyge_abk_022	Abkhaz	Abkhaz-Adyge	whipa	0.6667	0.1042	0.6667	0.2708
abkhazadyge_abk_022	Abkhaz	Abkhaz-Adyge	whipa_comb	1.0000	0.4097	1.0000	0.1042
abkhazadyge_abk_022	Abkhaz	Abkhaz-Adyge	zipa	1.3333	0.7083	1.3333	0.2760
abkhazadyge_abk_022	Abkhaz	Abkhaz-Adyge	zipa_large	1.6667	1.0139	1.6667	0.5052
abkhazadyge_abk_023	Abkhaz	Abkhaz-Adyge	allophant	0.8571	0.2173	0.7143	0.0573
abkhazadyge_abk_023	Abkhaz	Abkhaz-Adyge	allosaurus	1.1429	0.3363	1.1429	0.1615
abkhazadyge_abk_023	Abkhaz	Abkhaz-Adyge	multipa	1.1429	0.3571	1.1429	0.2057
abkhazadyge_abk_023	Abkhaz	Abkhaz-Adyge	powsm	1.1429	0.3333	1.0000	0.4036
abkhazadyge_abk_023	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.8571	0.3304	0.7143	0.1510
abkhazadyge_abk_023	Abkhaz	Abkhaz-Adyge	whipa	1.1429	0.3423	1.1429	0.1667
abkhazadyge_abk_023	Abkhaz	Abkhaz-Adyge	whipa_comb	1.0000	0.3363	1.0000	0.1615
abkhazadyge_abk_023	Abkhaz	Abkhaz-Adyge	zipa	1.0000	0.3393	1.0000	0.1641
abkhazadyge_abk_023	Abkhaz	Abkhaz-Adyge	zipa_large	1.2857	0.4821	1.2857	0.2891
abkhazadyge_abk_024	Abkhaz	Abkhaz-Adyge	allophant	1.2500	0.7656	1.0000	0.4083
abkhazadyge_abk_024	Abkhaz	Abkhaz-Adyge	allosaurus	1.5000	1.2188	1.5000	0.7625
abkhazadyge_abk_024	Abkhaz	Abkhaz-Adyge	multipa	1.0000	0.5521	1.0000	0.2292
abkhazadyge_abk_024	Abkhaz	Abkhaz-Adyge	powsm	1.2500	0.7552	1.2500	0.4417
abkhazadyge_abk_024	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.7500	0.5104	0.5000	0.1958
abkhazadyge_abk_024	Abkhaz	Abkhaz-Adyge	whipa	1.0000	0.5417	1.0000	0.2208
abkhazadyge_abk_024	Abkhaz	Abkhaz-Adyge	whipa_comb	1.0000	0.2865	1.0000	0.2125
abkhazadyge_abk_024	Abkhaz	Abkhaz-Adyge	zipa	1.2500	0.7604	1.2500	0.4042
abkhazadyge_abk_024	Abkhaz	Abkhaz-Adyge	zipa_large	1.0000	0.5365	1.0000	0.2833
abkhazadyge_abk_025	Abkhaz	Abkhaz-Adyge	allophant	1.0000	0.6597	0.3333	0.2292
abkhazadyge_abk_025	Abkhaz	Abkhaz-Adyge	allosaurus	2.0000	1.3194	2.0000	0.7240
abkhazadyge_abk_025	Abkhaz	Abkhaz-Adyge	multipa	0.6667	0.3750	0.6667	0.0677
abkhazadyge_abk_025	Abkhaz	Abkhaz-Adyge	powsm	0.6667	0.3611	0.6667	0.0677
abkhazadyge_abk_025	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	1.0000	0.7153	1.0000	0.2812
abkhazadyge_abk_025	Abkhaz	Abkhaz-Adyge	whipa	1.3333	0.3472	1.0000	0.2292
abkhazadyge_abk_025	Abkhaz	Abkhaz-Adyge	whipa_comb	1.0000	0.6736	1.0000	0.2396
abkhazadyge_abk_025	Abkhaz	Abkhaz-Adyge	zipa	1.3333	0.9861	1.3333	0.4844
abkhazadyge_abk_025	Abkhaz	Abkhaz-Adyge	zipa_large	1.0000	0.6736	1.0000	0.2500
abkhazadyge_abk_026	Abkhaz	Abkhaz-Adyge	allophant	0.8571	0.3304	0.7143	0.3125
abkhazadyge_abk_026	Abkhaz	Abkhaz-Adyge	allosaurus	1.1429	0.2589	1.1429	0.2530
abkhazadyge_abk_026	Abkhaz	Abkhaz-Adyge	multipa	0.8571	0.0744	0.7143	0.0565
abkhazadyge_abk_026	Abkhaz	Abkhaz-Adyge	powsm	1.0000	0.2321	0.8571	0.2083
abkhazadyge_abk_026	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	0.4286	0.1429	0.2857	0.1369
abkhazadyge_abk_026	Abkhaz	Abkhaz-Adyge	whipa	1.5714	0.5833	1.5714	0.5655
abkhazadyge_abk_026	Abkhaz	Abkhaz-Adyge	whipa_comb	0.8571	0.0565	0.8571	0.0387
abkhazadyge_abk_026	Abkhaz	Abkhaz-Adyge	zipa	0.4286	0.0685	0.4286	0.0506
abkhazadyge_abk_026	Abkhaz	Abkhaz-Adyge	zipa_large	0.5714	0.0863	0.5714	0.0685
abkhazadyge_abk_027	Abkhaz	Abkhaz-Adyge	allophant	0.7500	0.4635	0.5000	0.4635
abkhazadyge_abk_027	Abkhaz	Abkhaz-Adyge	allosaurus	1.0000	0.2917	0.7500	0.2812
abkhazadyge_abk_027	Abkhaz	Abkhaz-Adyge	multipa	0.7500	0.0573	0.5000	0.0573
abkhazadyge_abk_027	Abkhaz	Abkhaz-Adyge	powsm	0.7500	0.0573	0.5000	0.0573
abkhazadyge_abk_027	Abkhaz	Abkhaz-Adyge	wav2vec2phoneme	1.0000	0.2865	0.7500	0.2865
abkhazadyge_abk_027	Abkhaz	Abkhaz-Adyge	whipa	1.0000	0.1094	1.0000	0.0990
abkhazadyge_abk_027	Abkhaz	Abkhaz-Adyge	whipa_comb	1.0000	0.3281	1.0000	0.3073
abkhazadyge_abk_027	Abkhaz	Abkhaz-Adyge	zipa	1.2500	0.5469	1.0000	0.5469
