filename	language	family	reference_ipa
abkhazadyge_abk_044.wav	Abkhaz	Abkhaz-Adyge	a χʲ tʰ ɛ̈
abkhazadyge_abk_045.wav	Abkhaz	Abkhaz-Adyge	a χʲ ɾ ɛ̈
abkhazadyge_abk_046.wav	Abkhaz	Abkhaz-Adyge	a χʲ ɘ t s
abkhazadyge_abk_047.wav	Abkhaz	Abkhaz-Adyge	a t s ə ʁʷ ə r ə
abkhazadyge_abk_048.wav	Abkhaz	Abkhaz-Adyge	a χ ɘ
abkhazadyge_abk_049.wav	Abkhaz	Abkhaz-Adyge	a χ a ɡ ə
abkhazadyge_abk_050.wav	Abkhaz	Abkhaz-Adyge	ˀa χ a
abkhazadyge_abk_051.wav	Abkhaz	Abkhaz-Adyge	a χ ə r a
abkhazadyge_abk_052.wav	Abkhaz	Abkhaz-Adyge	a χ ɘ
abkhazadyge_abk_053.wav	Abkhaz	Abkhaz-Adyge	a d χ a
abkhazadyge_abk_054.wav	Abkhaz	Abkhaz-Adyge	a n χ a
austronesian_ace_001.wav	Aceh	Austronesian	p a d j a n
austronesian_ace_002.wav	Aceh	Austronesian	p a d j o h
austronesian_ace_003.wav	Aceh	Austronesian	s a m p o h
austronesian_ace_004.wav	Aceh	Austronesian	l e u h o p
austronesian_ace_005.wav	Aceh	Austronesian	b a t e i
austronesian_ace_006.wav	Aceh	Austronesian	t a k o t
austronesian_ace_007.wav	Aceh	Austronesian	t a m o ŋ
austronesian_ace_008.wav	Aceh	Austronesian	b u t a
austronesian_ace_009.wav	Aceh	Austronesian	b a t a t
austronesian_ace_010.wav	Aceh	Austronesian	d a d a
austronesian_ace_011.wav	Aceh	Austronesian	d a j a
austronesian_ace_012.wav	Aceh	Austronesian	a l e u h a t
austronesian_ace_013.wav	Aceh	Austronesian	k a m a
austronesian_ace_014.wav	Aceh	Austronesian	b a ɡ a h
austronesian_ace_015.wav	Aceh	Austronesian	s a b o h
austronesian_ace_016.wav	Aceh	Austronesian	b a s a h
austronesian_ace_017.wav	Aceh	Austronesian	p e u d a i h
austronesian_ace_018.wav	Aceh	Austronesian	l h o k
austronesian_ace_019.wav	Aceh	Austronesian	m a l a m
austronesian_ace_020.wav	Aceh	Austronesian	p a s a i
austronesian_ace_021.wav	Aceh	Austronesian	m a
austronesian_ace_022.wav	Aceh	Austronesian	l e u m a k
austronesian_ace_023.wav	Aceh	Austronesian	m a l a m
austronesian_ace_024.wav	Aceh	Austronesian	n a n
austronesian_ace_025.wav	Aceh	Austronesian	p e u n a n
austronesian_ace_026.wav	Aceh	Austronesian	ŋ o n
austronesian_ace_027.wav	Aceh	Austronesian	b e u ŋ a h
austronesian_ace_028.wav	Aceh	Austronesian	b u ŋ o ŋ
austronesian_ace_029.wav	Aceh	Austronesian	w o
austronesian_ace_030.wav	Aceh	Austronesian	t j a w o
austronesian_ace_031.wav	Aceh	Austronesian	t o w o w
austronesian_ace_032.wav	Aceh	Austronesian	r a p
austronesian_ace_033.wav	Aceh	Austronesian	m i r a h
austronesian_ace_034.wav	Aceh	Austronesian	p a s a i
austronesian_ace_035.wav	Aceh	Austronesian	e ɡ
austronesian_ace_036.wav	Aceh	Austronesian	a n e u k
austronesian_ace_037.wav	Aceh	Austronesian	b a ŋ ã
abkhazadyge_ady_001.wav	Adyghe	Abkhaz-Adyge	b a d z a
abkhazadyge_ady_002.wav	Adyghe	Abkhaz-Adyge	i ə d z a n
abkhazadyge_ady_003.wav	Adyghe	Abkhaz-Adyge	b a d z a r
abkhazadyge_ady_004.wav	Adyghe	Abkhaz-Adyge	b ə d z ə
abkhazadyge_ady_005.wav	Adyghe	Abkhaz-Adyge	t s ə
abkhazadyge_ady_006.wav	Adyghe	Abkhaz-Adyge	t s ə z a
abkhazadyge_ady_007.wav	Adyghe	Abkhaz-Adyge	t s a
abkhazadyge_ady_008.wav	Adyghe	Abkhaz-Adyge	u ə t s ə
abkhazadyge_ady_009.wav	Adyghe	Abkhaz-Adyge	t sʼ
abkhazadyge_ady_010.wav	Adyghe	Abkhaz-Adyge	t sʼ a
abkhazadyge_ady_011.wav	Adyghe	Abkhaz-Adyge	t sʼ ə f ə
abkhazadyge_ady_012.wav	Adyghe	Abkhaz-Adyge	t sʼ ə kʷʼ
abkhazadyge_ady_013.wav	Adyghe	Abkhaz-Adyge	t ɕ a t sʼ ə
abkhazadyge_ady_014.wav	Adyghe	Abkhaz-Adyge	m a t sʼ a
abkhazadyge_ady_015.wav	Adyghe	Abkhaz-Adyge	p t sʼ ə
abkhazadyge_ady_016.wav	Adyghe	Abkhaz-Adyge	p t sʼ a ʃ χ u a
abkhazadyge_ady_017.wav	Adyghe	Abkhaz-Adyge	ħ a m t sʼ ə j
abkhazadyge_ady_018.wav	Adyghe	Abkhaz-Adyge	p t sʼ a ʁ u a p ɬ
abkhazadyge_ady_019.wav	Adyghe	Abkhaz-Adyge	t s a
abkhazadyge_ady_020.wav	Adyghe	Abkhaz-Adyge	t s ə ʁ u a
abkhazadyge_ady_021.wav	Adyghe	Abkhaz-Adyge	t s ə ħ a
abkhazadyge_ady_022.wav	Adyghe	Abkhaz-Adyge	p t s ə
abkhazadyge_ady_023.wav	Adyghe	Abkhaz-Adyge	t s ə
abkhazadyge_ady_024.wav	Adyghe	Abkhaz-Adyge	t s a
abkhazadyge_ady_025.wav	Adyghe	Abkhaz-Adyge	t s ə z a
abkhazadyge_ady_026.wav	Adyghe	Abkhaz-Adyge	t s ə ʁ u a
abkhazadyge_ady_027.wav	Adyghe	Abkhaz-Adyge	i a d ʑ a n
abkhazadyge_ady_028.wav	Adyghe	Abkhaz-Adyge	b z a d ʑ a
abkhazadyge_ady_029.wav	Adyghe	Abkhaz-Adyge	t ɕ a t sʼ ə
abkhazadyge_ady_030.wav	Adyghe	Abkhaz-Adyge	t ɕ ə
abkhazadyge_ady_031.wav	Adyghe	Abkhaz-Adyge	t u ə t ɕ a n
abkhazadyge_ady_032.wav	Adyghe	Abkhaz-Adyge	t ɕ a f ə
abkhazadyge_ady_033.wav	Adyghe	Abkhaz-Adyge	t ɕ ə ɮ
abkhazadyge_ady_034.wav	Adyghe	Abkhaz-Adyge	t ɕ ə n
abkhazadyge_ady_035.wav	Adyghe	Abkhaz-Adyge	t ɕʼ
abkhazadyge_ady_036.wav	Adyghe	Abkhaz-Adyge	t ɕʼ a ɮ a
abkhazadyge_ady_037.wav	Adyghe	Abkhaz-Adyge	m a t ɕʼ a
abkhazadyge_ady_038.wav	Adyghe	Abkhaz-Adyge	u ə n a t ɕʼ a
abkhazadyge_ady_039.wav	Adyghe	Abkhaz-Adyge	pʰ a t ɕʼ a
abkhazadyge_ady_040.wav	Adyghe	Abkhaz-Adyge	ħ a t ɕʼ a
abkhazadyge_ady_041.wav	Adyghe	Abkhaz-Adyge	t ɕʼ a s a
abkhazadyge_ady_042.wav	Adyghe	Abkhaz-Adyge	n a t ɕʼ ə
abkhazadyge_ady_043.wav	Adyghe	Abkhaz-Adyge	t ɕ
abkhazadyge_ady_044.wav	Adyghe	Abkhaz-Adyge	t ɕ a ɕ ə
abkhazadyge_ady_045.wav	Adyghe	Abkhaz-Adyge	t ɕ a m ə
abkhazadyge_ady_046.wav	Adyghe	Abkhaz-Adyge	t ɕ a t ə
abkhazadyge_ady_047.wav	Adyghe	Abkhaz-Adyge	t u ə t ɕ a n
abkhazadyge_ady_048.wav	Adyghe	Abkhaz-Adyge	t ɕ a t ə w
abkhazadyge_ady_049.wav	Adyghe	Abkhaz-Adyge	ɬ a ɡʷ a n d ʑ a
abkhazadyge_ady_050.wav	Adyghe	Abkhaz-Adyge	i a b a d ʑ ə ʁ
abkhazadyge_ady_051.wav	Adyghe	Abkhaz-Adyge	ɬ a ɡʷ a n d ʑ a
abkhazadyge_ady_052.wav	Adyghe	Abkhaz-Adyge	i a b a d ʑ ə ʁ
abkhazadyge_ady_053.wav	Adyghe	Abkhaz-Adyge	a qʰ ə ɮ ə n t͡ʃ a
abkhazadyge_ady_054.wav	Adyghe	Abkhaz-Adyge	t͡ʃ ə ɣ ə
abkhazadyge_ady_055.wav	Adyghe	Abkhaz-Adyge	t͡ʃ ə i a n
abkhazadyge_ady_056.wav	Adyghe	Abkhaz-Adyge	a t͡ʃ a
abkhazadyge_ady_057.wav	Adyghe	Abkhaz-Adyge	t͡ʃ i a n
abkhazadyge_ady_058.wav	Adyghe	Abkhaz-Adyge	t͡ʃ ə ʔ a
abkhazadyge_ady_059.wav	Adyghe	Abkhaz-Adyge	t͡ʃʼ a
abkhazadyge_ady_060.wav	Adyghe	Abkhaz-Adyge	kʷʼ a t͡ʃʼ a
abkhazadyge_ady_061.wav	Adyghe	Abkhaz-Adyge	ʁʷ t͡ʃʼ ə
abkhazadyge_ady_062.wav	Adyghe	Abkhaz-Adyge	qʰʷ a n t͡ʃʼ a
abkhazadyge_ady_063.wav	Adyghe	Abkhaz-Adyge	t͡ʃʼ ə b ʑ
abkhazadyge_ady_064.wav	Adyghe	Abkhaz-Adyge	t͡ʃ ə ɣ ə
abkhazadyge_ady_065.wav	Adyghe	Abkhaz-Adyge	t͡ʃ ə i a n
abkhazadyge_ady_066.wav	Adyghe	Abkhaz-Adyge	t͡ʃ a n
abkhazadyge_ady_067.wav	Adyghe	Abkhaz-Adyge	a t͡ʃ a
abkhazadyge_ady_068.wav	Adyghe	Abkhaz-Adyge	p t͡ʃ a ʁ a
abkhazadyge_ady_069.wav	Adyghe	Abkhaz-Adyge	p t͡ʃ a
abkhazadyge_ady_070.wav	Adyghe	Abkhaz-Adyge	p t͡ʃ a p s ə
abkhazadyge_ady_071.wav	Adyghe	Abkhaz-Adyge	ɮ a n t͡ʃ a
abkhazadyge_ady_072.wav	Adyghe	Abkhaz-Adyge	a t͡ʃ a
abkhazadyge_ady_073.wav	Adyghe	Abkhaz-Adyge	a qʰ ə ɮ ə n t͡ʃ a
abkhazadyge_ady_074.wav	Adyghe	Abkhaz-Adyge	t͡ʃ ə i a n
abkhazadyge_ady_075.wav	Adyghe	Abkhaz-Adyge	a qʰ ə ɮ ə n t͡ʃ a
abkhazadyge_ady_076.wav	Adyghe	Abkhaz-Adyge	t͡ʃ ə i a n
abkhazadyge_ady_077.wav	Adyghe	Abkhaz-Adyge	ɡʷ a pʰ a
abkhazadyge_ady_078.wav	Adyghe	Abkhaz-Adyge	ɡʷ b ʁ u a
abkhazadyge_ady_079.wav	Adyghe	Abkhaz-Adyge	ʁ u a ɡʷ
abkhazadyge_ady_080.wav	Adyghe	Abkhaz-Adyge	ɕ a ɡʷ
abkhazadyge_ady_081.wav	Adyghe	Abkhaz-Adyge	ɡʷ a ɕ a
abkhazadyge_ady_082.wav	Adyghe	Abkhaz-Adyge	kʰʷ u ə
abkhazadyge_ady_083.wav	Adyghe	Abkhaz-Adyge	kʰʷ t sʼ ə
abkhazadyge_ady_084.wav	Adyghe	Abkhaz-Adyge	kʰʷ p s a
abkhazadyge_ady_085.wav	Adyghe	Abkhaz-Adyge	kʰʷ a n d a
abkhazadyge_ady_086.wav	Adyghe	Abkhaz-Adyge	b z a kʰʷ a
abkhazadyge_ady_087.wav	Adyghe	Abkhaz-Adyge	kʰʷ a t s ə
abkhazadyge_ady_088.wav	Adyghe	Abkhaz-Adyge	kʰʷ a n ə
abkhazadyge_ady_089.wav	Adyghe	Abkhaz-Adyge	kʷʼ a t sʼ
abkhazadyge_ady_090.wav	Adyghe	Abkhaz-Adyge	kʷʼ a t͡ʃʼ a
abkhazadyge_ady_091.wav	Adyghe	Abkhaz-Adyge	kʷʼ a n
abkhazadyge_ady_092.wav	Adyghe	Abkhaz-Adyge	tʼ a kʷʼ
abkhazadyge_ady_093.wav	Adyghe	Abkhaz-Adyge	kʷ a t s ə
abkhazadyge_ady_094.wav	Adyghe	Abkhaz-Adyge	kʷ ʑ a
abkhazadyge_ady_095.wav	Adyghe	Abkhaz-Adyge	kʷ a m a
abkhazadyge_ady_096.wav	Adyghe	Abkhaz-Adyge	kʷ a χ u a
abkhazadyge_ady_097.wav	Adyghe	Abkhaz-Adyge	kʷ a m a
abkhazadyge_ady_098.wav	Adyghe	Abkhaz-Adyge	kʷ a m a
abkhazadyge_ady_099.wav	Adyghe	Abkhaz-Adyge	qʰ ə t s a
abkhazadyge_ady_100.wav	Adyghe	Abkhaz-Adyge	qʰ a kʷʼ a n
abkhazadyge_ady_101.wav	Adyghe	Abkhaz-Adyge	m a qʰ a
abkhazadyge_ady_102.wav	Adyghe	Abkhaz-Adyge	p qʰ ə
abkhazadyge_ady_103.wav	Adyghe	Abkhaz-Adyge	b ɮ ə p qʰ
abkhazadyge_ady_104.wav	Adyghe	Abkhaz-Adyge	d a p qʰ ə
abkhazadyge_ady_105.wav	Adyghe	Abkhaz-Adyge	m a qʰ a
abkhazadyge_ady_106.wav	Adyghe	Abkhaz-Adyge	d a p qʰ ə
abkhazadyge_ady_107.wav	Adyghe	Abkhaz-Adyge	qʰʷ a
abkhazadyge_ady_108.wav	Adyghe	Abkhaz-Adyge	qʷ a
abkhazadyge_ady_109.wav	Adyghe	Abkhaz-Adyge	qʰʷ ə
abkhazadyge_ady_110.wav	Adyghe	Abkhaz-Adyge	qʰʷ a i a
abkhazadyge_ady_111.wav	Adyghe	Abkhaz-Adyge	ʔ a n a
abkhazadyge_ady_112.wav	Adyghe	Abkhaz-Adyge	ɡʷ ə ɕ ə ʔ a
abkhazadyge_ady_113.wav	Adyghe	Abkhaz-Adyge	ʔ a z a
abkhazadyge_ady_114.wav	Adyghe	Abkhaz-Adyge	ʔ a t a
abkhazadyge_ady_115.wav	Adyghe	Abkhaz-Adyge	ʔʷ n t ɕʼ ə b z a
abkhazadyge_ady_116.wav	Adyghe	Abkhaz-Adyge	ʔʷ a ħ a
abkhazadyge_ady_117.wav	Adyghe	Abkhaz-Adyge	p χ a u ə ʔʷ
abkhazadyge_ady_118.wav	Adyghe	Abkhaz-Adyge	ʔʷ a f ə
afroasiatic_aeb_001.wav	Arabic, Tunisian Spoken	Afro-Asiatic	b a x iː l
afroasiatic_aeb_002.wav	Arabic, Tunisian Spoken	Afro-Asiatic	ħ ɑ l i b
afroasiatic_aeb_003.wav	Arabic, Tunisian Spoken	Afro-Asiatic	t iː n
afroasiatic_aeb_004.wav	Arabic, Tunisian Spoken	Afro-Asiatic	t a m a r
afroasiatic_aeb_005.wav	Arabic, Tunisian Spoken	Afro-Asiatic	d a r a b ə
afroasiatic_aeb_006.wav	Arabic, Tunisian Spoken	Afro-Asiatic	a r aː b ə
afroasiatic_aeb_007.wav	Arabic, Tunisian Spoken	Afro-Asiatic	k u r aː s ə t o n
afroasiatic_aeb_008.wav	Arabic, Tunisian Spoken	Afro-Asiatic	w aː q a f ə
afroasiatic_aeb_009.wav	Arabic, Tunisian Spoken	Afro-Asiatic	m e i l
afroasiatic_aeb_010.wav	Arabic, Tunisian Spoken	Afro-Asiatic	ð e l ə
afroasiatic_aeb_011.wav	Arabic, Tunisian Spoken	Afro-Asiatic	ð ə l ə
afroasiatic_aeb_012.wav	Arabic, Tunisian Spoken	Afro-Asiatic	s e r i r
afroasiatic_aeb_013.wav	Arabic, Tunisian Spoken	Afro-Asiatic	s a r i r
afroasiatic_aeb_014.wav	Arabic, Tunisian Spoken	Afro-Asiatic	ʃ e i n
afroasiatic_aeb_015.wav	Arabic, Tunisian Spoken	Afro-Asiatic	ʃ a ʕ b
afroasiatic_aeb_016.wav	Arabic, Tunisian Spoken	Afro-Asiatic	ʒ a u z
afroasiatic_aeb_017.wav	Arabic, Tunisian Spoken	Afro-Asiatic	r a ʒ u l o n
afroasiatic_aeb_018.wav	Arabic, Tunisian Spoken	Afro-Asiatic	x aː l i
afroasiatic_aeb_019.wav	Arabic, Tunisian Spoken	Afro-Asiatic	x æː f ə x ə
afroasiatic_aeb_020.wav	Arabic, Tunisian Spoken	Afro-Asiatic	æ x a d ə
afroasiatic_aeb_021.wav	Arabic, Tunisian Spoken	Afro-Asiatic	ɣ a l a b ə
afroasiatic_aeb_022.wav	Arabic, Tunisian Spoken	Afro-Asiatic	ɣ aː l i
afroasiatic_aeb_023.wav	Arabic, Tunisian Spoken	Afro-Asiatic	ʕ a i n
afroasiatic_aeb_024.wav	Arabic, Tunisian Spoken	Afro-Asiatic	ʕ a d ə
afroasiatic_aeb_025.wav	Arabic, Tunisian Spoken	Afro-Asiatic	n a b a h ə
afroasiatic_aeb_026.wav	Arabic, Tunisian Spoken	Afro-Asiatic	h æ m i s ə
afroasiatic_aeb_027.wav	Arabic, Tunisian Spoken	Afro-Asiatic	w aː s a ʕ
afroasiatic_aeb_028.wav	Arabic, Tunisian Spoken	Afro-Asiatic	w ə
afroasiatic_aeb_029.wav	Arabic, Tunisian Spoken	Afro-Asiatic	w ə k t ɯ b
afroasiatic_aeb_030.wav	Arabic, Tunisian Spoken	Afro-Asiatic	r a ʒ u l o n
afroasiatic_aeb_031.wav	Arabic, Tunisian Spoken	Afro-Asiatic	æ k æ l ə
afroasiatic_aeb_032.wav	Arabic, Tunisian Spoken	Afro-Asiatic	s æ ʔ ə l ə
afroasiatic_aeb_033.wav	Arabic, Tunisian Spoken	Afro-Asiatic	æː m ə n ə
afroasiatic_aeb_034.wav	Arabic, Tunisian Spoken	Afro-Asiatic	s æː ʔ ə l ə
afroasiatic_aeb_035.wav	Arabic, Tunisian Spoken	Afro-Asiatic	s æ ʔ i m ə
afroasiatic_aeb_036.wav	Arabic, Tunisian Spoken	Afro-Asiatic	iː m æ n
afroasiatic_aeb_037.wav	Arabic, Tunisian Spoken	Afro-Asiatic	s æ ʔ iː m
afroasiatic_aeb_038.wav	Arabic, Tunisian Spoken	Afro-Asiatic	b ə ʔ s
afroasiatic_aeb_039.wav	Arabic, Tunisian Spoken	Afro-Asiatic	r ə ʔ uː s
afroasiatic_aeb_040.wav	Arabic, Tunisian Spoken	Afro-Asiatic	a i q a ð ə
afroasiatic_aeb_041.wav	Arabic, Tunisian Spoken	Afro-Asiatic	a u
afroasiatic_aeb_042.wav	Arabic, Tunisian Spoken	Afro-Asiatic	a u ʃ aː
ijoid_afn_001.wav	Defaka	Ijoid	p a r a
ijoid_afn_002.wav	Defaka	Ijoid	p e k u
ijoid_afn_003.wav	Defaka	Ijoid	i b o
ijoid_afn_004.wav	Defaka	Ijoid	ɓ a t a
ijoid_afn_005.wav	Defaka	Ijoid	ɓ aː
ijoid_afn_006.wav	Defaka	Ijoid	e ɓ e
ijoid_afn_007.wav	Defaka	Ijoid	b i e
ijoid_afn_008.wav	Defaka	Ijoid	t aː t o
ijoid_afn_009.wav	Defaka	Ijoid	i t a
ijoid_afn_010.wav	Defaka	Ijoid	a t a ɲ a
ijoid_afn_011.wav	Defaka	Ijoid	e t e ɲ a
ijoid_afn_012.wav	Defaka	Ijoid	d ɛ̃ː
ijoid_afn_013.wav	Defaka	Ijoid	i d o
ijoid_afn_014.wav	Defaka	Ijoid	k a a
ijoid_afn_015.wav	Defaka	Ijoid	a k a d a
ijoid_afn_016.wav	Defaka	Ijoid	ɓ e k e
ijoid_afn_017.wav	Defaka	Ijoid	a ɡ a r a
ijoid_afn_018.wav	Defaka	Ijoid	k p i k p i k i
ijoid_afn_019.wav	Defaka	Ijoid	a k p a n a k p a
ijoid_afn_020.wav	Defaka	Ijoid	a ɡ b a
ijoid_afn_021.wav	Defaka	Ijoid	ŋ m ɡ b e
ijoid_afn_022.wav	Defaka	Ijoid	e ɡ b e l e ɡ b e
ijoid_afn_023.wav	Defaka	Ijoid	ɔ̃ ŋ m ɡ b ĩ ã
ijoid_afn_024.wav	Defaka	Ijoid	a r ɪ
ijoid_afn_025.wav	Defaka	Ijoid	i r i
ijoid_afn_026.wav	Defaka	Ijoid	f aː
ijoid_afn_027.wav	Defaka	Ijoid	f ɛ r ɛ f ɛ r ɛ
ijoid_afn_028.wav	Defaka	Ijoid	a f aː m a
ijoid_afn_029.wav	Defaka	Ijoid	e b e r e
ijoid_afn_030.wav	Defaka	Ijoid	ɛ w ɛ r ɛ
ijoid_afn_031.wav	Defaka	Ijoid	ɔ s ɔ r ɔ
ijoid_afn_032.wav	Defaka	Ijoid	v a l a
ijoid_afn_033.wav	Defaka	Ijoid	e v e
ijoid_afn_034.wav	Defaka	Ijoid	i d͡ʒ a
ijoid_afn_035.wav	Defaka	Ijoid	i d͡ʒ e
ijoid_afn_036.wav	Defaka	Ijoid	a d͡ʒ a r i
ijoid_afn_037.wav	Defaka	Ijoid	a l a ɣ a
ijoid_afn_038.wav	Defaka	Ijoid	l ɛ l ɛ
ijoid_afn_039.wav	Defaka	Ijoid	l o m
ijoid_afn_040.wav	Defaka	Ijoid	n õ m
ijoid_afn_041.wav	Defaka	Ijoid	a l i l a
ijoid_afn_042.wav	Defaka	Ijoid	j a a
ijoid_afn_043.wav	Defaka	Ijoid	j ɛː
ijoid_afn_044.wav	Defaka	Ijoid	ɔ j ɔ
ijoid_afn_045.wav	Defaka	Ijoid	b ã j̃ ã
ijoid_afn_046.wav	Defaka	Ijoid	ĩ j̃ ĩ j̃ ã
ijoid_afn_047.wav	Defaka	Ijoid	w a
ijoid_afn_048.wav	Defaka	Ijoid	a w o
ijoid_afn_049.wav	Defaka	Ijoid	ɛ w ɛ r ɛ
ijoid_afn_050.wav	Defaka	Ijoid	ɛ w̃ ɛ̃
ijoid_afn_051.wav	Defaka	Ijoid	i b i
ijoid_afn_052.wav	Defaka	Ijoid	iː m a
ijoid_afn_053.wav	Defaka	Ijoid	o l a t i
ijoid_afn_054.wav	Defaka	Ijoid	e b e
ijoid_afn_055.wav	Defaka	Ijoid	t eː
ijoid_afn_056.wav	Defaka	Ijoid	i b a
ijoid_afn_057.wav	Defaka	Ijoid	i b a
ijoid_afn_058.wav	Defaka	Ijoid	a a l a
ijoid_afn_059.wav	Defaka	Ijoid	t aː
ijoid_afn_060.wav	Defaka	Ijoid	o b o
ijoid_afn_061.wav	Defaka	Ijoid	o r o
ijoid_afn_062.wav	Defaka	Ijoid	t u o
ijoid_afn_063.wav	Defaka	Ijoid	t u o t u o
ijoid_afn_064.wav	Defaka	Ijoid	i d o
ijoid_afn_065.wav	Defaka	Ijoid	o b u
ijoid_afn_066.wav	Defaka	Ijoid	t uː n ɔ
ijoid_afn_067.wav	Defaka	Ijoid	e b e r e
ijoid_afn_068.wav	Defaka	Ijoid	ɛ w ɛ r ɛ
ijoid_afn_069.wav	Defaka	Ijoid	o f o r o
ijoid_afn_070.wav	Defaka	Ijoid	ɔ s ɔ r ɔ
ijoid_afn_071.wav	Defaka	Ijoid	s ĩː
ijoid_afn_072.wav	Defaka	Ijoid	d ɛ̃ː
ijoid_afn_073.wav	Defaka	Ijoid	s ãː
ijoid_afn_074.wav	Defaka	Ijoid	s ũː
ijoid_afn_075.wav	Defaka	Ijoid	b ũː
ijoid_afn_076.wav	Defaka	Ijoid	o n u m a
ijoid_afn_077.wav	Defaka	Ijoid	o n u m a
ijoid_afn_078.wav	Defaka	Ijoid	o n u m a
ijoid_afn_079.wav	Defaka	Ijoid	ɛ w ɛ r ɛ
ijoid_afn_080.wav	Defaka	Ijoid	ɛ w ɛ r ɛ
ijoid_afn_081.wav	Defaka	Ijoid	o k u n a
ijoid_afn_082.wav	Defaka	Ijoid	o k u n a
indoeuropean_afr_001.wav	Afrikaans	Indo-European	b i t
indoeuropean_afr_002.wav	Afrikaans	Indo-European	b i ə t
indoeuropean_afr_003.wav	Afrikaans	Indo-European	b ɑ t
